semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
21,0.0,0.0,0.0,0.0,0.25,2.75,0.0,0.0,0.25,0.0,0.25,13.5,3.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,7.25,16.0,2.25,12.25,0.0,0.0,0.0,1.5,0.0,0.0,13.75,48.0,0.0,2.0,0.25,0.0,13.0,0.5,0.0,0.0,19.25,0.75,16.75,0.0,0.5,0.5,1.75,0.0,1.0,0.0,0.0,1.25,0.0,3.75,0.5,9.5,0.0,4.5,2.75,0.25,0.0,0.0,0.75,0.25,1.75,0.25,0.0,1.5,0.5,0.0,0.0,1.5,0.0,0.5,0.25,0.0,107.25,0.75,0.0,0.0,0.75,0.75,2.0,6.5,8.25,0.0,0.25,1.25,0.75,3.0,0.0,0.0,0.25,0.0,0.25,0.75,2.75,0.0,1.75,0.0,6.5,0.0,1.25,0.25,1.0,0.5,0.75,0.0,0.25,0.0,0.0,8.5,21.0,2.5,1.25,0.5,0.5,1.0,0.0,0.25,0.25,18.75,0.0,1.25,227.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,0.0,21.5,0.25,0.0,0.25,0.0,0.0,0.0,0.25,1.0,0.25,0.0,42.25,0.0,2.75,0.0,0.5,1.75,0.0,1.25,0.0,16.75,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.5,14.75,1.0,0.25,0.0,0.0,0.25,0.0,0.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.25,0.75,0.75,2.25,0.0,0.0,13.0,0.25,0.5,0.0,0.0,3.5,0.0,0.5,8.25,77.25,0.75,0.0,3.5,0.0,0.0,0.0,1.25,1.0,0.0,0.25,3.25,0.0,0.0,0.0,0.25,5.25,0.5,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.0,3.5,0.0,0.25,0.0,0.0,3.5,0.25,2.0,0.0,0.0,0.5,0.5,0.25
22,0.0,10.75,0.0,0.25,3.25,1.5,0.0,0.0,0.75,1.25,1.5,23.75,1.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,9.0,32.25,2.0,27.0,0.0,0.0,0.0,4.25,1.0,0.25,27.25,58.0,0.0,2.25,0.5,0.0,26.25,0.0,0.0,0.0,29.75,8.5,32.5,0.25,0.75,3.0,3.0,0.75,2.25,0.0,0.0,2.5,0.0,7.25,0.25,47.75,0.0,27.5,1.0,0.75,0.0,0.0,1.0,2.5,3.5,1.75,0.25,1.5,2.75,0.0,0.0,0.5,0.0,2.75,2.5,1.25,104.5,4.0,0.0,0.5,0.0,1.75,9.25,9.0,13.25,0.0,0.0,1.5,5.0,3.75,6.0,0.5,3.25,0.0,0.0,1.0,4.75,0.0,2.5,0.0,11.25,0.0,0.0,1.75,3.25,0.75,1.5,0.0,2.5,0.75,0.0,29.25,31.0,4.75,4.0,0.0,1.75,1.25,0.75,0.0,0.0,23.25,1.75,3.0,287.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5,9.25,0.0,0.5,0.0,0.0,0.0,4.0,7.25,0.0,0.0,0.0,25.0,4.75,0.25,2.0,0.0,0.75,0.25,0.0,2.25,2.0,0.0,49.75,1.75,9.0,0.0,3.25,2.5,0.5,0.75,0.0,18.0,2.75,0.0,0.0,7.0,0.0,0.75,0.5,1.5,0.0,5.25,17.5,13.25,0.75,0.0,0.75,0.0,0.0,0.25,6.0,0.0,0.0,0.25,2.75,0.75,0.0,3.25,0.5,5.75,0.0,0.5,1.25,0.0,0.0,1.5,0.0,0.25,0.5,1.75,4.75,2.0,0.5,6.0,0.25,0.0,19.25,1.25,1.0,2.5,0.0,12.25,0.0,6.0,8.75,84.5,2.5,0.0,13.25,0.0,0.5,0.75,8.75,1.5,0.0,2.5,22.0,0.0,0.0,0.0,0.75,8.5,3.0,0.0,0.0,0.0,0.25,0.0,1.5,2.75,0.0,4.75,0.0,0.25,1.5,0.0,0.75,0.0,23.75,0.0,19.25,0.5,2.0,2.5,1.5,0.75
23,0.0,3.75,0.0,0.0,1.25,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.25,1.5,12.75,2.0,10.0,0.0,0.25,0.0,0.25,0.0,0.0,13.75,50.0,0.0,1.0,0.25,0.5,11.5,0.25,0.0,0.0,9.75,0.25,16.25,0.0,0.25,0.75,1.25,0.25,1.0,0.0,0.0,0.5,0.0,3.0,0.0,4.75,0.0,10.0,0.0,1.5,0.0,0.0,0.5,0.25,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,69.0,1.0,0.0,0.0,1.0,0.0,1.0,5.75,2.25,0.0,0.25,2.25,0.75,2.25,0.25,0.25,0.0,0.0,0.25,0.75,3.25,0.5,1.25,0.0,12.25,0.0,0.5,0.0,1.5,0.75,0.0,0.0,0.0,0.0,0.0,6.75,15.0,1.75,0.25,0.0,2.0,1.0,0.25,0.0,0.0,12.5,0.0,0.5,178.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,19.0,1.75,0.0,0.5,0.0,0.25,0.0,0.0,0.75,0.5,0.0,21.75,0.25,2.5,0.0,0.25,1.75,0.25,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.25,0.25,0.5,0.0,0.5,11.5,0.75,0.5,0.0,0.25,0.25,0.0,0.0,3.25,0.0,0.0,0.0,1.25,0.0,0.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,2.5,2.25,0.25,4.75,0.25,0.0,4.25,0.0,1.25,0.25,0.0,4.25,0.0,2.5,12.25,49.75,1.0,0.0,2.0,0.0,0.0,0.0,3.75,0.0,0.0,0.5,8.0,0.0,0.0,0.0,0.0,2.75,1.25,0.0,0.0,0.0,0.75,0.25,0.25,0.5,0.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0,8.75,0.25,11.5,0.25,0.0,3.0,0.5,0.0
24,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,16.75,0.75,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.25,22.5,1.25,15.75,0.0,0.25,0.0,3.25,0.75,0.0,18.25,52.5,0.0,1.0,0.5,0.0,30.0,0.0,0.0,0.0,28.75,2.75,15.5,0.0,1.5,0.25,3.0,0.0,2.25,0.0,0.0,0.5,0.25,1.75,0.0,6.5,0.0,7.25,3.0,1.25,0.0,0.0,1.75,0.75,2.75,0.75,0.0,0.75,0.25,0.0,0.0,1.25,0.0,0.5,0.25,1.25,108.75,0.5,0.0,0.0,0.25,0.5,4.5,7.5,6.75,0.0,0.75,3.25,2.0,3.25,0.5,0.25,1.25,0.0,0.0,0.25,3.25,0.0,1.5,0.0,10.5,0.0,0.0,0.25,0.0,1.0,0.25,0.0,0.5,0.0,0.0,10.5,22.0,2.5,2.5,0.0,0.75,1.75,0.0,0.0,0.0,18.75,0.5,1.25,302.75,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,25.5,1.75,1.0,2.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,44.5,0.5,9.5,0.0,1.75,0.5,2.25,0.5,0.0,19.25,1.75,0.0,0.0,0.75,0.0,1.75,0.25,1.25,0.0,0.0,13.0,2.0,0.25,0.5,0.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.5,0.25,2.25,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,3.0,1.25,0.25,2.0,0.0,0.0,12.0,0.25,0.25,0.75,0.0,5.75,0.0,0.25,8.5,75.25,0.5,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.5,3.0,0.25,0.0,0.0,0.25,7.5,1.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,0.0,1.5,0.0,0.75,0.25,0.0,0.0,0.0,4.75,0.5,1.25,0.0,0.25,2.0,0.25,0.25
25,0.0,1.25,0.0,0.0,0.0,0.75,0.5,0.0,0.25,0.75,0.0,7.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.75,10.25,2.5,4.75,0.0,0.5,0.0,3.0,0.0,0.0,11.25,26.0,0.0,0.25,0.25,0.0,10.0,0.5,0.25,0.0,19.0,0.5,17.25,0.0,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,2.5,0.25,3.75,2.0,1.25,0.0,0.0,0.25,0.75,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.75,0.0,0.5,0.0,0.0,95.5,0.25,0.0,0.0,0.0,0.0,2.75,3.0,3.75,0.0,0.0,1.0,0.25,2.0,0.25,0.0,0.25,0.0,0.0,0.5,1.25,0.0,0.0,0.0,5.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0,14.5,12.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.5,159.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,23.75,0.75,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.0,0.0,32.0,0.0,2.5,0.25,0.25,0.75,0.0,0.25,0.0,12.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,6.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.5,0.75,1.25,0.25,0.0,3.5,0.5,0.0,0.0,0.0,1.75,0.0,0.25,6.75,54.5,1.25,0.0,1.75,0.0,0.25,0.0,0.75,0.75,0.0,0.0,3.25,0.0,0.0,0.0,0.25,5.75,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.25,0.0,2.25,0.0,0.0,0.75,0.0,0.0
26,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4.0,18.25,1.25,13.5,0.0,1.0,0.0,4.5,0.75,0.0,12.0,48.5,0.0,1.75,0.0,0.0,21.0,0.5,0.5,0.0,20.25,1.0,19.75,0.0,1.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,2.25,0.0,21.5,0.25,18.5,1.25,4.0,0.75,0.0,0.25,0.5,3.75,0.5,0.0,7.75,0.5,0.0,0.0,1.25,0.5,0.5,0.75,0.0,93.75,2.25,0.0,0.0,0.0,0.25,7.75,7.5,6.75,0.0,0.0,2.75,1.75,1.5,2.25,0.0,1.5,0.0,0.0,0.5,3.75,0.0,0.5,0.0,6.5,0.25,0.0,1.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,13.5,26.5,2.75,1.5,0.0,4.25,1.0,0.0,0.0,0.0,19.0,0.0,2.0,204.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.25,3.25,0.0,0.0,0.0,24.0,0.0,0.5,1.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,38.75,1.5,8.25,0.25,1.25,1.0,0.0,0.5,0.0,15.5,2.75,0.0,0.0,2.25,0.0,0.5,0.0,0.5,0.0,0.0,14.0,5.5,0.25,0.0,0.0,0.0,0.0,0.75,2.75,0.0,0.0,0.0,1.25,0.0,0.0,0.25,0.0,3.25,0.0,0.0,1.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,2.25,2.0,0.5,3.75,1.25,0.25,15.75,0.5,0.5,0.25,0.0,6.25,0.0,1.75,8.75,47.5,1.25,0.0,4.25,0.0,0.75,0.0,5.5,0.0,0.0,0.75,9.75,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11.0,0.75,11.5,0.25,0.25,4.75,0.0,0.0
27,0.0,1.25,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.25,0.5,14.0,0.5,0.0,0.25,0.0,0.25,0.25,0.0,0.25,5.0,23.25,1.5,6.5,0.25,0.25,0.25,2.25,0.75,0.25,21.75,53.0,0.0,3.5,1.25,0.0,14.75,0.0,0.0,0.0,24.5,1.75,29.0,1.0,3.25,1.0,2.75,0.25,0.0,0.0,0.0,2.5,0.75,5.0,0.0,38.75,0.0,5.25,1.5,1.75,0.0,0.0,0.25,0.25,2.25,3.75,0.0,0.0,0.75,0.0,0.25,0.75,0.25,2.0,2.0,0.0,120.75,2.0,0.0,0.25,1.25,0.5,4.75,4.5,7.25,0.0,0.5,3.5,1.75,3.75,1.5,2.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.5,0.0,0.25,0.0,2.25,0.5,1.25,0.0,1.0,0.0,0.0,15.25,21.25,2.5,2.5,0.5,0.25,1.5,0.5,0.0,0.0,22.25,0.0,0.5,232.0,0.0,0.5,0.0,0.25,0.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,4.25,0.0,1.25,0.0,0.0,0.0,2.25,3.25,0.0,0.0,0.0,27.25,5.0,1.0,0.75,0.0,0.75,0.25,0.25,1.0,2.0,0.0,35.25,1.0,15.0,0.0,1.75,1.5,0.75,0.0,0.0,14.25,3.25,0.0,0.0,3.25,0.0,0.75,2.0,1.5,0.0,2.25,19.25,3.75,1.25,0.0,0.75,0.0,0.0,0.75,7.0,0.25,0.0,0.0,0.5,0.0,0.25,4.75,0.0,3.25,0.0,0.0,0.75,0.0,0.0,0.5,0.25,0.0,0.75,0.5,5.0,1.5,0.5,6.25,2.0,0.0,11.25,1.0,1.0,1.0,0.0,6.25,0.0,1.5,18.25,72.75,1.75,0.0,4.75,0.0,2.0,0.0,6.5,2.25,0.25,1.75,14.25,0.0,0.0,0.0,0.0,4.5,1.75,0.0,0.0,0.0,2.25,0.0,0.5,0.25,0.0,1.0,0.25,0.0,1.0,0.5,0.5,0.0,21.0,2.25,15.75,1.0,0.5,6.5,0.0,0.75
28,0.0,1.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.25,10.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.5,10.5,2.5,5.75,0.0,0.0,0.25,1.0,0.0,0.0,8.0,31.75,0.0,1.25,0.25,0.0,2.5,0.0,0.0,0.0,14.5,5.25,12.75,0.0,0.25,0.25,0.0,0.0,0.75,0.0,0.0,1.5,0.75,2.0,0.0,3.5,0.0,16.25,0.5,1.5,0.75,0.0,1.0,0.0,1.0,0.75,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,88.25,0.75,0.0,0.25,0.75,0.0,2.25,5.5,3.75,0.0,0.0,1.5,1.5,2.5,2.0,0.0,0.25,0.0,0.0,0.25,1.75,0.0,1.5,0.0,5.5,0.0,0.0,2.25,0.5,1.0,0.25,0.0,0.25,0.5,0.0,8.75,12.5,1.5,1.0,0.0,0.0,0.75,0.0,0.0,0.0,11.5,0.0,0.25,253.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,3.75,1.0,0.0,0.0,0.0,23.0,1.75,1.0,1.5,0.0,0.5,0.0,1.0,0.25,0.0,0.0,34.75,0.5,4.5,0.0,0.5,0.75,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.5,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.75,4.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2.25,1.25,0.0,4.0,0.5,0.0,3.75,1.5,0.0,0.0,0.0,4.5,0.0,4.0,8.0,49.75,0.75,0.0,1.0,0.0,1.0,0.0,2.0,0.75,0.0,0.0,5.25,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,6.25,2.5,6.0,0.0,0.0,1.0,0.5,0.25
29,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,9.0,1.5,9.0,0.0,0.0,0.0,1.75,0.0,0.0,8.5,20.5,0.0,0.75,0.0,0.0,9.5,0.0,0.0,0.0,7.75,0.0,14.75,0.25,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.5,0.25,2.5,0.0,2.75,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,70.5,0.5,0.25,0.0,0.0,0.25,2.0,2.75,4.5,0.0,0.0,0.25,0.25,1.5,0.0,0.0,1.75,0.0,0.25,0.5,2.0,0.0,1.25,0.0,1.5,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,5.5,12.0,0.5,1.0,0.0,0.75,0.25,0.25,0.0,0.0,7.0,1.0,1.0,170.25,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,25.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,19.25,1.0,2.25,0.0,0.0,0.0,0.25,0.5,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.75,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.75,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,7.0,38.25,0.5,0.0,1.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,2.25,0.0,0.0,0.0,0.25,3.75,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,2.5,0.25,2.5,0.5,0.0,1.5,0.5,0.0
30,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.75,7.5,1.5,7.0,0.0,0.0,0.0,3.5,0.0,0.0,7.75,25.75,0.0,0.25,0.25,0.0,5.5,0.5,0.0,0.0,11.0,0.75,3.0,0.0,0.5,0.75,1.0,0.0,0.25,0.0,0.0,0.5,0.0,1.25,0.25,2.25,0.0,4.5,0.25,0.75,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.25,0.0,64.0,1.0,0.0,0.0,0.5,0.0,3.0,2.25,3.0,0.25,0.0,0.5,1.0,1.0,0.75,0.5,0.75,0.0,0.0,0.0,2.5,0.0,0.5,0.0,3.25,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.25,0.0,6.75,13.0,0.75,1.0,0.0,0.5,0.0,0.5,0.0,0.0,14.75,0.0,0.75,128.5,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,21.5,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.5,0.0,0.0,23.25,0.0,5.75,0.0,1.0,0.5,0.75,0.0,0.0,8.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,13.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,3.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,1.75,0.75,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.25,27.75,0.75,0.0,1.75,0.0,0.5,0.0,2.25,0.25,0.0,0.25,4.75,0.0,0.0,0.0,0.0,7.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,4.0,0.25,8.5,0.0,0.0,1.75,0.0,0.0
