semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
41,0.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,10.0,0.25,0.0,0.5,0.5,0.0,0.0,0.0,0.25,1.0,12.75,0.0,6.0,0.0,0.75,0.0,2.25,0.5,0.0,9.5,39.75,0.0,3.75,0.25,0.0,9.0,0.0,0.25,0.0,13.75,1.0,18.5,0.0,1.25,1.25,1.25,0.0,0.75,0.0,0.0,0.5,0.25,1.75,0.0,8.0,0.0,7.0,0.5,2.25,0.25,0.0,0.25,0.0,1.25,0.5,0.0,1.0,0.25,0.0,0.0,0.5,0.0,0.0,0.75,0.0,68.25,2.0,0.0,0.0,0.5,0.5,1.0,2.75,2.25,0.0,0.0,1.0,1.5,0.75,0.5,0.25,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,2.5,0.0,0.0,0.5,1.25,0.75,0.25,0.0,1.75,0.0,0.0,16.75,14.75,0.75,0.5,0.0,1.25,0.0,0.25,0.0,0.0,11.0,0.0,1.0,170.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.0,0.0,0.0,0.0,2.75,0.75,0.0,0.0,0.0,22.25,5.0,0.5,0.0,0.0,0.25,0.0,0.0,2.5,0.0,0.0,27.25,0.5,12.25,0.0,1.25,1.0,0.0,0.25,0.0,10.0,2.0,0.0,0.0,1.25,0.0,0.0,0.0,0.25,0.0,0.25,5.5,3.25,0.0,0.0,0.0,0.0,0.25,1.0,5.0,0.0,0.0,0.0,0.5,0.25,0.0,0.75,0.25,0.75,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.5,0.75,0.0,1.25,1.0,0.0,6.0,1.0,0.0,0.0,0.0,8.75,0.0,1.75,3.0,44.75,0.5,0.0,1.75,0.0,0.0,0.0,3.0,0.0,0.0,0.25,6.5,0.0,0.0,0.0,0.75,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.25,1.25,0.0,0.0,0.0,8.0,0.5,6.0,0.25,0.25,5.5,0.75,0.0
42,0.0,1.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,14.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,1.5,7.75,0.25,9.75,0.0,0.0,0.5,4.0,0.25,0.0,10.5,44.0,0.0,3.0,0.25,0.0,11.0,0.0,0.0,0.0,15.0,1.25,7.5,0.25,0.75,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,4.25,0.0,13.0,0.25,1.0,0.0,0.25,0.25,0.0,1.25,0.5,0.0,1.75,0.25,0.0,0.0,1.0,0.0,0.25,2.0,1.0,94.0,1.0,0.0,0.0,0.25,0.0,4.25,4.25,3.75,0.0,0.0,1.5,1.75,1.75,1.25,0.0,0.75,0.0,0.0,0.25,2.5,0.0,0.25,0.0,4.75,0.0,0.0,1.0,0.75,0.75,0.25,0.0,0.5,0.0,0.0,5.25,10.0,1.75,1.0,0.0,1.75,0.5,0.0,0.0,0.0,8.0,0.0,1.5,185.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.5,0.0,0.0,0.0,0.5,1.75,0.0,0.0,0.0,16.25,1.25,0.0,1.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,28.5,0.25,5.75,0.0,1.75,1.25,0.25,0.0,0.0,9.25,1.25,0.0,0.0,2.5,0.0,0.25,0.25,0.5,0.0,0.5,6.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,1.5,1.75,0.25,3.0,1.0,0.0,3.0,0.25,0.25,0.25,0.0,6.75,0.0,0.75,11.0,33.5,1.75,0.0,2.25,0.0,0.75,0.0,2.5,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.25,3.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.25,0.0,0.25,0.0,5.5,0.5,4.5,0.25,0.25,2.5,0.0,0.25
43,0.0,1.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,15.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,3.75,10.5,0.75,11.0,0.0,0.0,0.5,1.5,0.25,0.0,6.5,54.5,0.0,3.75,0.0,0.0,15.25,0.0,0.25,0.0,12.25,3.5,14.75,0.25,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.75,0.25,1.25,0.0,4.0,0.0,15.5,1.0,0.75,0.5,0.0,0.0,0.0,2.5,1.25,0.0,0.75,0.25,0.0,0.0,2.0,0.0,0.25,0.25,0.5,77.0,3.0,0.0,0.0,1.0,0.0,3.5,5.25,2.0,0.0,0.0,1.0,2.25,2.5,1.5,0.0,1.5,0.0,0.0,1.0,3.25,0.0,0.25,0.0,4.0,0.0,0.0,1.0,0.75,0.25,0.75,0.0,1.5,0.0,0.0,6.5,16.5,3.5,1.75,0.0,1.5,0.0,0.75,0.0,0.0,15.25,0.0,1.25,234.75,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.75,0.25,0.25,0.0,0.0,0.0,1.25,6.25,0.0,0.0,0.0,13.0,3.0,0.75,0.25,0.0,1.0,0.0,0.5,0.75,0.5,0.0,26.75,0.25,7.0,0.0,0.0,1.0,0.0,0.0,0.0,10.75,1.5,0.0,0.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,10.25,1.25,0.0,0.0,0.0,0.0,0.0,0.5,7.75,0.0,0.0,0.0,0.0,0.25,0.0,1.5,0.0,3.25,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,1.75,1.0,3.25,0.0,5.5,0.5,0.0,7.5,1.5,0.5,0.0,0.0,13.75,0.0,2.25,9.5,51.5,0.25,0.0,1.75,0.0,0.75,0.0,2.0,1.0,0.0,0.25,6.75,0.0,0.0,0.0,1.5,3.75,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.0,1.25,0.0,0.0,0.0,7.75,0.5,5.25,0.5,1.0,3.0,0.0,0.0
44,0.0,9.0,0.0,0.0,0.25,1.25,0.0,0.0,0.25,1.5,0.75,27.0,1.0,0.0,0.25,0.0,2.25,0.0,0.0,0.75,9.75,40.5,1.75,32.5,0.0,0.75,1.75,5.25,3.0,0.25,22.75,76.5,0.0,4.75,0.0,0.0,42.25,1.0,0.25,0.0,43.5,0.75,57.5,0.0,2.25,3.25,1.25,1.0,1.25,0.0,0.0,3.5,0.75,3.25,0.0,37.0,0.0,28.25,3.0,4.0,0.5,0.0,0.5,0.75,2.5,1.75,0.0,3.5,0.0,0.0,0.0,1.75,0.0,0.5,0.25,0.5,136.25,1.5,0.0,1.25,1.25,0.0,9.0,6.75,6.5,0.0,0.0,2.0,3.5,4.75,6.0,1.0,1.25,0.0,0.0,2.0,3.25,0.0,4.0,0.0,13.25,0.25,2.0,1.75,2.25,2.0,0.25,0.0,2.25,0.75,0.0,35.25,40.5,3.75,3.0,0.5,2.25,0.75,1.25,0.75,0.0,30.75,0.25,3.75,345.75,0.0,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,0.0,0.0,3.0,0.0,0.25,0.0,0.0,0.0,9.0,0.5,0.75,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0.25,39.75,4.25,1.5,2.75,0.0,0.5,0.25,0.25,1.25,0.75,0.0,52.5,1.75,4.0,0.0,0.75,2.25,0.0,0.25,0.0,33.75,2.0,0.0,0.0,7.25,0.0,1.25,0.5,1.5,0.0,1.75,17.75,7.25,2.0,0.0,0.0,0.0,0.0,1.5,14.25,0.25,0.0,0.0,1.5,0.0,0.0,2.25,0.0,1.5,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,0.25,2.0,3.5,3.25,0.5,7.0,2.0,0.25,18.0,0.75,0.5,0.75,0.0,11.5,0.0,5.0,15.5,105.0,2.0,0.0,5.75,0.0,0.5,0.5,6.25,2.75,0.0,1.25,19.5,0.5,0.0,0.0,1.5,6.75,0.75,0.0,0.0,0.25,0.5,0.0,1.25,2.5,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,32.75,4.25,13.25,1.0,1.75,5.75,0.25,0.25
45,0.25,1.5,0.0,0.0,0.5,1.25,0.0,0.0,0.0,0.25,0.0,6.75,3.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.75,11.75,2.5,9.25,0.0,0.25,0.0,3.0,1.5,0.0,10.5,28.5,0.0,1.5,0.25,0.0,8.0,0.0,0.25,0.0,9.0,2.75,11.25,0.0,2.5,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.0,1.5,0.0,11.25,0.0,7.25,1.5,3.0,0.0,0.0,0.75,0.25,0.5,0.0,0.0,0.5,0.5,0.0,0.0,2.0,0.0,0.5,0.75,0.0,61.5,0.25,0.0,0.0,0.5,0.5,3.25,4.0,1.75,0.0,0.0,1.0,1.0,2.0,2.25,0.0,0.5,0.0,0.0,0.25,2.75,0.0,0.75,0.0,2.75,0.0,0.25,0.25,0.75,0.0,0.25,0.0,1.25,0.0,0.0,12.25,16.0,0.75,1.0,0.0,1.25,0.5,0.0,0.0,0.0,11.25,0.75,0.5,149.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.75,2.75,0.0,0.0,0.0,15.0,1.25,0.25,0.5,0.0,1.25,0.0,0.0,0.75,0.25,0.0,26.75,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,8.5,2.0,0.0,0.0,1.25,0.0,0.0,0.5,0.0,0.0,1.0,11.25,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.75,0.0,0.0,1.25,0.5,2.5,0.0,1.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.25,1.75,3.5,0.5,3.5,0.0,0.0,3.75,0.0,0.0,0.75,0.0,5.0,0.0,2.0,8.75,37.75,1.5,0.0,1.75,0.0,0.0,0.0,0.25,0.0,0.0,1.0,8.75,0.25,0.0,0.0,0.5,3.25,0.5,0.0,0.0,0.0,0.25,0.25,1.25,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,6.25,0.25,6.0,0.25,0.25,0.25,0.0,0.0
46,0.0,2.75,0.0,0.0,0.5,0.25,0.0,0.0,0.75,0.5,0.0,16.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,6.5,18.25,0.0,9.75,0.0,0.5,0.0,2.75,1.5,0.0,16.75,41.0,0.0,2.75,0.0,0.0,5.5,0.25,0.25,0.0,14.25,2.25,10.75,0.0,0.0,0.25,0.75,0.0,1.5,0.0,0.0,0.0,0.25,1.25,0.25,22.25,0.0,3.5,0.25,1.0,0.0,0.0,1.25,0.0,0.5,2.25,0.0,0.75,1.5,0.0,0.0,1.5,0.0,0.0,2.5,1.5,48.75,0.75,0.0,0.0,0.75,0.5,7.75,7.5,4.0,0.0,0.0,3.0,1.75,2.5,3.0,0.25,4.5,0.0,0.0,1.25,4.25,0.0,0.75,0.0,6.75,0.0,0.75,0.75,0.75,1.0,0.75,0.0,0.75,0.0,0.0,14.25,9.25,6.75,1.75,0.0,2.0,0.5,1.0,0.25,0.0,18.25,1.75,1.0,308.0,0.0,1.75,0.25,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.25,0.0,0.0,0.0,1.5,4.75,0.0,0.0,0.0,16.75,3.5,0.0,2.75,0.0,1.0,0.0,0.25,3.5,0.75,0.0,24.0,0.5,6.5,0.0,2.5,0.5,0.75,0.0,0.25,7.5,3.25,0.25,0.0,6.0,0.0,0.75,0.25,0.5,0.0,0.0,13.25,2.5,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,5.75,0.0,1.25,1.75,0.0,0.0,0.0,0.0,0.0,1.0,1.25,1.25,3.75,0.25,5.25,0.25,0.0,4.25,0.0,0.25,1.25,0.0,4.25,0.0,7.25,7.75,30.5,1.0,0.0,3.75,0.0,0.5,0.0,3.25,1.25,0.0,1.75,13.0,0.0,0.0,0.0,1.0,8.25,0.5,0.0,0.0,0.0,0.75,0.0,0.75,3.0,0.0,6.75,0.0,0.0,0.5,0.0,0.5,0.0,6.75,0.0,10.0,2.0,1.0,3.25,0.0,0.0
47,0.0,2.5,0.0,0.0,0.25,2.0,0.0,0.0,0.5,0.25,0.0,16.25,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,6.0,21.0,0.5,17.5,0.0,0.0,0.5,4.0,1.25,0.0,16.75,36.25,0.0,1.75,2.25,0.0,19.0,0.25,0.75,0.0,14.25,2.75,17.25,0.0,1.25,0.25,1.25,0.0,1.75,0.0,0.0,0.75,0.25,1.25,0.0,17.25,0.0,11.0,1.0,1.5,0.5,0.0,2.25,0.0,3.25,0.75,0.0,1.75,0.25,0.0,0.0,0.5,0.0,0.0,3.25,3.25,91.25,2.5,0.0,0.25,0.75,0.25,3.75,7.75,4.25,0.0,0.25,3.75,2.0,5.0,2.25,0.25,2.75,0.0,0.0,0.0,3.75,0.0,1.0,0.0,10.25,0.0,0.5,0.0,1.0,1.0,2.5,0.0,0.75,0.0,0.0,9.25,18.25,4.5,4.0,0.25,2.25,0.25,0.5,0.0,0.0,21.0,1.75,1.25,350.75,0.0,0.25,0.25,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.75,0.0,0.0,0.0,5.0,1.75,0.0,0.0,0.0,16.75,6.0,2.0,4.0,0.0,1.0,0.0,7.5,2.0,0.75,0.0,23.25,0.0,6.5,0.0,1.5,2.0,1.5,0.0,0.0,14.5,1.25,0.5,0.0,8.75,0.0,2.25,2.5,1.0,0.0,1.0,13.25,4.25,0.0,0.0,0.5,0.25,0.0,0.25,6.75,0.0,0.0,0.0,0.25,0.0,0.0,7.0,0.5,2.5,0.0,0.0,1.75,0.0,0.0,1.75,0.0,0.0,0.0,1.75,2.25,4.0,0.0,1.25,0.25,0.0,7.25,1.25,1.0,0.5,0.0,3.25,0.0,5.25,7.75,46.0,2.0,0.0,6.0,0.0,1.75,0.0,4.5,3.0,0.0,2.0,5.25,0.0,0.0,0.0,0.0,7.0,1.75,0.0,0.0,0.0,0.25,0.0,1.25,0.75,0.0,2.75,0.0,0.0,1.5,0.0,0.25,0.0,9.25,0.75,13.5,0.75,0.25,7.0,1.0,0.25
48,0.0,10.25,0.0,0.0,0.5,1.0,0.25,0.0,0.0,1.25,0.0,20.75,1.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,4.5,40.25,0.75,28.75,0.0,0.25,0.5,3.25,2.0,0.0,22.25,64.5,0.0,0.5,0.5,0.0,20.25,0.0,0.25,0.0,20.5,1.25,36.25,0.0,3.25,1.75,0.0,0.0,0.0,0.0,0.0,1.5,0.25,4.25,0.0,37.25,0.0,49.5,1.25,3.25,0.75,0.0,0.0,1.75,4.75,2.0,0.0,2.25,0.5,0.0,0.0,1.5,0.0,0.0,2.25,1.25,83.0,0.75,0.0,0.0,0.75,1.0,7.25,5.0,6.0,0.0,0.25,2.75,3.75,3.75,2.25,1.25,2.25,0.0,0.0,0.75,4.0,0.0,1.0,0.0,12.5,0.0,0.75,0.25,2.5,0.75,0.25,0.0,1.0,0.75,0.0,21.5,29.25,5.25,2.25,0.25,2.75,1.0,0.5,0.0,0.0,21.75,0.0,2.0,368.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,4.25,1.25,0.5,0.0,0.0,0.25,2.25,5.0,0.0,0.0,0.0,46.25,4.25,1.25,2.5,0.0,1.0,0.25,0.25,2.25,0.0,0.0,40.75,2.0,11.5,0.0,1.5,1.75,0.0,0.0,0.0,20.0,2.0,0.0,0.0,2.5,0.0,0.5,1.0,0.75,0.0,1.25,20.75,9.25,0.25,0.0,0.0,0.0,0.0,0.75,10.5,0.0,0.0,0.25,1.75,0.5,0.0,2.75,0.5,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.25,4.0,0.5,9.0,1.0,0.0,12.25,1.25,2.25,0.5,0.0,11.25,0.0,7.0,8.0,68.5,1.75,0.0,4.0,0.0,0.5,0.0,3.0,1.0,0.0,0.25,13.75,0.25,0.0,0.0,0.25,6.5,1.5,0.0,0.0,0.5,0.25,0.0,0.75,1.5,0.0,2.25,0.0,0.5,0.25,0.0,1.0,0.0,17.75,0.75,16.5,0.75,0.75,3.75,0.5,0.25
49,0.0,1.5,0.0,0.5,0.75,0.25,0.0,0.0,0.5,0.5,1.25,17.25,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.25,3.0,11.25,0.75,4.25,0.0,0.5,0.5,2.25,0.0,0.0,11.75,48.75,0.0,0.75,0.0,0.0,4.75,0.25,0.5,0.0,17.25,3.0,5.5,0.0,1.25,3.25,0.5,0.25,1.75,0.0,0.0,1.75,0.75,4.5,0.0,14.5,0.0,2.75,4.75,1.25,0.0,0.0,0.25,0.5,2.75,1.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.75,1.5,0.5,66.25,0.0,0.0,0.75,0.75,0.5,2.5,8.25,6.25,0.25,0.0,1.25,1.0,2.75,0.75,0.25,1.0,0.0,0.0,0.0,2.75,0.0,2.5,0.0,8.25,0.0,0.25,0.0,2.75,3.5,1.25,0.0,1.25,0.25,0.0,8.5,11.5,2.0,1.5,0.25,2.0,1.75,2.25,0.0,0.0,23.25,1.0,4.25,178.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,1.0,0.0,0.25,0.0,0.0,0.25,1.0,0.25,0.25,0.0,0.0,0.0,2.75,1.0,0.0,0.0,0.0,15.5,3.5,0.5,0.75,0.0,0.0,0.0,0.25,0.25,0.25,0.0,34.0,0.0,7.25,0.5,0.25,1.25,0.0,0.0,0.0,14.0,2.5,0.0,0.0,5.0,0.0,1.0,2.25,0.5,0.0,0.75,12.0,3.5,0.0,0.0,0.0,0.25,0.0,0.75,7.75,0.0,0.0,0.0,2.0,0.25,0.0,2.25,0.0,0.5,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.25,2.25,2.0,0.25,5.5,0.5,0.0,10.0,0.5,0.5,0.0,0.0,0.75,0.0,3.25,14.5,54.75,0.25,0.0,3.0,0.0,0.5,0.25,2.5,1.75,0.0,0.25,5.0,0.0,0.0,0.0,0.5,4.25,0.0,0.0,0.0,0.0,1.5,0.25,1.0,0.25,0.0,0.75,0.0,4.5,1.5,0.0,0.0,0.0,8.0,1.5,9.25,1.0,1.75,4.25,1.75,0.25
50,0.0,5.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.25,0.0,31.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.75,23.75,0.75,12.75,0.0,0.0,0.5,3.25,0.5,0.0,24.75,109.0,0.0,3.75,0.75,0.0,18.0,0.25,0.0,0.0,45.75,3.5,9.75,0.25,3.5,0.75,0.5,0.0,1.5,0.0,0.0,0.25,0.75,3.5,0.0,17.0,0.0,32.5,0.25,1.75,0.75,0.0,2.75,1.25,0.75,1.0,0.0,1.25,0.25,0.0,0.0,0.25,0.0,0.25,1.5,0.0,120.0,1.75,0.0,0.0,0.75,0.0,3.0,4.5,5.75,0.0,0.0,2.5,3.25,7.0,1.25,1.0,1.5,0.0,0.25,1.0,2.0,0.0,0.25,0.0,11.75,0.0,1.5,0.75,1.0,2.0,0.25,0.0,1.75,0.0,0.0,10.25,22.0,3.25,2.0,0.0,2.0,0.25,1.25,0.0,0.5,20.0,0.0,0.5,391.75,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.75,0.0,0.0,0.0,2.5,3.0,0.0,0.0,0.0,39.5,5.25,1.25,1.75,0.0,0.0,0.0,0.75,1.25,1.5,0.0,38.75,1.75,9.5,0.0,0.0,0.0,0.5,0.0,0.0,20.5,2.75,0.0,0.0,3.0,0.0,0.75,0.25,1.75,0.0,0.5,18.5,4.5,0.0,0.0,0.25,0.25,0.0,0.5,5.25,0.0,0.0,0.0,1.25,0.25,0.0,1.5,0.5,2.5,0.0,0.25,1.25,0.0,0.0,0.0,0.25,0.0,0.0,1.5,3.25,1.75,0.25,7.5,0.75,0.0,15.25,0.75,0.75,0.5,0.0,8.0,0.0,4.25,3.75,91.25,1.25,0.0,3.25,0.0,0.5,0.5,4.0,1.25,0.0,0.75,14.0,0.0,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.5,0.0,0.75,0.75,0.0,0.75,0.0,0.0,1.25,0.5,0.5,0.0,14.25,1.5,10.25,0.0,0.75,3.25,0.75,0.5
