,Semana,Município,Focos,ponto
13782,2020-02-23,POMERODE,1,POINT (-49.17330417894716 -26.728186239159662)
13783,2020-02-23,NAVEGANTES,21,POINT (-48.72739585880501 -26.82874286660231)
13784,2020-02-23,PORTO BELO,21,POINT (-48.61643450369326 -27.174795882021932)
13785,2020-02-23,SÃO JOSÉ DO CEDRO,2,POINT (-53.53373642407425 -26.48085134039229)
13786,2020-02-23,PRINCESA,1,POINT (-53.611775698473636 -26.432945074493837)
13787,2020-02-23,ZORTÉA,1,POINT (-51.535614862678045 -27.47698781177276)
13788,2020-02-23,XAXIM,24,POINT (-52.52910542362624 -26.97030880074372)
13789,2020-02-23,XAVANTINA,3,POINT (-52.321889849825574 -27.02121446664788)
13790,2020-02-23,XANXERÊ,18,POINT (-52.409753977893864 -26.87227935615384)
13791,2020-02-23,UNIÃO DO OESTE,2,POINT (-52.85600990552198 -26.786666327181376)
13792,2020-02-23,TUNÁPOLIS,1,POINT (-53.64994894871563 -26.988116577060975)
13793,2020-02-23,TIMBÓ,1,POINT (-49.268848087269895 -26.808191984335508)
13794,2020-02-23,SÃO MIGUEL DO OESTE,20,POINT (-53.51212123092325 -26.727236944731406)
13795,2020-02-23,SÃO LOURENÇO DO OESTE,10,POINT (-52.859772864625924 -26.465488220200026)
13796,2020-02-23,ÁGUAS DE CHAPECÓ,3,POINT (-52.95673527930452 -27.054386024452793)
13797,2020-02-23,SÃO JOSÉ,62,POINT (-48.65625577254402 -27.57847109713233)
13798,2020-02-23,SÃO FRANCISCO DO SUL,1,POINT (-48.64031938386047 -26.26159673750705)
13799,2020-02-23,SÃO DOMINGOS,12,POINT (-52.55460248576241 -26.53938727845183)
13800,2020-02-23,SÃO BENTO DO SUL,3,POINT (-49.34998168331938 -26.294901587995746)
13801,2020-02-23,SOMBRIO,12,POINT (-49.6559270933593 -29.070190675497283)
13802,2020-02-23,SAUDADES,1,POINT (-53.04001442530173 -26.89720679402398)
13803,2020-02-23,SANTO AMARO DA IMPERATRIZ,1,POINT (-48.796550358051064 -27.741766116501967)
13804,2020-02-23,SANTIAGO DO SUL,4,POINT (-52.69731235564567 -26.63087442406839)
13805,2020-02-23,QUILOMBO,5,POINT (-52.71798207770491 -26.729236446637557)
13806,2020-02-23,PORTO UNIÃO,18,POINT (-51.00778459817214 -26.38362840601625)
13807,2020-02-23,ITÁ,1,POINT (-52.332158322558705 -27.24401504736772)
13808,2020-02-23,ITAPEMA,64,POINT (-48.63442695278928 -27.10858334921313)
13809,2020-02-23,ITAPIRANGA,14,POINT (-53.711674144548695 -27.112222405376688)
13810,2020-02-23,CORONEL FREITAS,4,POINT (-52.72505203540188 -26.883161405516894)
13811,2020-02-23,CONCÓRDIA,63,POINT (-52.00738181173657 -27.23912654780915)
13812,2020-02-23,CHAPECÓ,7,POINT (-52.6503387011512 -27.125143757264095)
13813,2020-02-23,CAÇADOR,2,POINT (-51.08466522606485 -26.76301573603967)
13814,2020-02-23,CAMPOS NOVOS,1,POINT (-51.24461188464247 -27.41300179636672)
13815,2020-02-23,CAMPO ERÊ,4,POINT (-53.13029027791252 -26.450418785075478)
13816,2020-02-23,CAIBI,5,POINT (-53.26305757870258 -27.025175523184227)
13817,2020-02-23,BRUSQUE,34,POINT (-48.90974338759385 -27.125000077860673)
13818,2020-02-23,BOM JESUS,5,POINT (-52.389991137631434 -26.7390418954996)
13819,2020-02-23,BLUMENAU,50,POINT (-49.09730924738388 -26.885766673711007)
13820,2020-02-23,BIGUAÇU,15,POINT (-48.69394689806006 -27.433529852830816)
13821,2020-02-23,BARRA VELHA,2,POINT (-48.72738559449102 -26.662440609824166)
13822,2020-02-23,BANDEIRANTE,2,POINT (-53.64816794738197 -26.768595796097028)
13823,2020-02-23,BALNEÁRIO PIÇARRAS,12,POINT (-48.733290126728555 -26.759491595089575)
13824,2020-02-23,BALNEÁRIO CAMBORIÚ,61,POINT (-48.62174059290786 -27.004736811989282)
13825,2020-02-23,BALNEÁRIO BARRA DO SUL,1,POINT (-48.6525686779991 -26.446419426504228)
13826,2020-02-23,ARAQUARI,3,POINT (-48.75777734611065 -26.461708089601323)
13827,2020-02-23,ANTÔNIO CARLOS,1,POINT (-48.83098179624291 -27.497474227181968)
13828,2020-02-23,ITAPOÁ,2,POINT (-48.65235420331072 -26.082477365716418)
13829,2020-02-23,CORONEL MARTINS,1,POINT (-52.67187452260622 -26.53464591641919)
13830,2020-02-23,CORUPÁ,1,POINT (-49.32671147592909 -26.439933805537702)
13831,2020-02-23,BOMBINHAS,10,POINT (-48.51748707787348 -27.17325633187103)
13832,2020-02-23,CUNHA PORÃ,1,POINT (-53.19066459516312 -26.879227556402125)
13833,2020-02-23,ITAJAÍ,32,POINT (-48.753417164343155 -26.96901297467498)
13834,2020-02-23,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
13835,2020-02-23,IRATI,2,POINT (-52.89009910522137 -26.627592284222846)
13836,2020-02-23,IPUAÇU,3,POINT (-52.47601370371535 -26.6787391439459)
13837,2020-02-23,IPORÃ DO OESTE,1,POINT (-53.489414418215965 -27.000431634442474)
13838,2020-02-23,INDAIAL,7,POINT (-49.224177687901346 -26.99497938110411)
13839,2020-02-23,GUARUJÁ DO SUL,8,POINT (-53.484020658272556 -26.39833636190546)
13840,2020-02-23,GUARAMIRIM,1,POINT (-48.94488242157447 -26.47655093499799)
13841,2020-02-23,GUARACIABA,3,POINT (-53.571076311226726 -26.580105565442395)
13842,2020-02-23,GOVERNADOR CELSO RAMOS,1,POINT (-48.57722959006138 -27.37661650148034)
13843,2020-02-23,IMBITUBA,3,POINT (-48.70266299449253 -28.19427352006288)
13844,2020-02-23,DESCANSO,10,POINT (-53.479300522303596 -26.858413595000634)
13845,2020-02-23,GARUVA,3,POINT (-48.86732766109188 -26.05711167861282)
13846,2020-02-23,GALVÃO,1,POINT (-52.65901067461307 -26.449409440681887)
13847,2020-02-23,FRAIBURGO,1,POINT (-50.87243224056439 -27.037814801374303)
13848,2020-02-23,FORMOSA DO SUL,2,POINT (-52.79378914566691 -26.634189292444557)
13849,2020-02-23,FLORIANÓPOLIS,13,POINT (-48.50819805014117 -27.577833913876493)
13850,2020-02-23,ENTRE RIOS,4,POINT (-52.57836812869868 -26.739709973471363)
13851,2020-02-23,GASPAR,2,POINT (-48.96603277755912 -26.931342854989225)
13852,2020-02-23,CUNHATAÍ,1,POINT (-53.10087034298753 -26.97508678163015)
13853,2020-03-01,PASSOS MAIA,3,POINT (-51.96106257398024 -26.706082760208048)
13854,2020-03-01,PENHA,12,POINT (-48.650764520912794 -26.807759800934015)
13855,2020-03-01,PINHALZINHO,6,POINT (-52.97663206995043 -26.829373480377633)
13856,2020-03-01,PLANALTO ALEGRE,2,POINT (-52.868983175658315 -27.051964045168106)
13857,2020-03-01,RIO DO SUL,1,POINT (-49.62995257034289 -27.196050867028834)
13858,2020-03-01,PORTO UNIÃO,16,POINT (-51.00778459817214 -26.38362840601625)
13859,2020-03-01,QUILOMBO,11,POINT (-52.71798207770491 -26.729236446637557)
13860,2020-03-01,PARAÍSO,5,POINT (-53.67830388048522 -26.662800366381106)
13861,2020-03-01,PORTO BELO,28,POINT (-48.61643450369326 -27.174795882021932)
13862,2020-03-01,PALMITOS,17,POINT (-53.179829065049795 -27.09262173445292)
13863,2020-03-01,LAJEADO GRANDE,1,POINT (-52.55208511201592 -26.85494130222345)
13864,2020-03-01,PALHOÇA,38,POINT (-48.66170819531588 -27.77182146966105)
13865,2020-03-01,NOVA TRENTO,1,POINT (-49.04136677854023 -27.313268123121375)
13866,2020-03-01,NAVEGANTES,37,POINT (-48.72739585880501 -26.82874286660231)
13867,2020-03-01,MONDAÍ,10,POINT (-53.44649707854179 -27.09929258522074)
13868,2020-03-01,MODELO,2,POINT (-53.05109629093748 -26.77477746640045)
13869,2020-03-01,MARAVILHA,19,POINT (-53.19811282877847 -26.759973577360107)
13870,2020-03-01,MAFRA,1,POINT (-49.88955903735795 -26.20081171740186)
13871,2020-03-01,JUPIÁ,2,POINT (-52.720920059617036 -26.394105628089882)
13872,2020-03-01,RIQUEZA,1,POINT (-53.34435192618812 -26.978455061099254)
13873,2020-03-01,PALMA SOLA,4,POINT (-53.31452923662933 -26.37354381742908)
13874,2020-03-01,RODEIO,2,POINT (-49.35103649063635 -26.895097082819174)
13875,2020-03-01,ÁGUA DOCE,1,POINT (-51.61240583867837 -26.76446918157033)
13876,2020-03-01,SALTO VELOSO,2,POINT (-51.428018355843534 -26.895934975227195)
13877,2020-03-01,JOINVILLE,144,POINT (-48.95140521079262 -26.244282225607027)
13878,2020-03-01,ÁGUAS DE CHAPECÓ,4,POINT (-52.95673527930452 -27.054386024452793)
13879,2020-03-01,XAXIM,33,POINT (-52.52910542362624 -26.97030880074372)
13880,2020-03-01,XAVANTINA,1,POINT (-52.321889849825574 -27.02121446664788)
13881,2020-03-01,XANXERÊ,28,POINT (-52.409753977893864 -26.87227935615384)
13882,2020-03-01,VIDEIRA,1,POINT (-51.126791458112294 -27.006590429997193)
13883,2020-03-01,TUNÁPOLIS,11,POINT (-53.64994894871563 -26.988116577060975)
13884,2020-03-01,TIJUCAS,4,POINT (-48.70088637061579 -27.247563296595885)
13885,2020-03-01,TIGRINHOS,2,POINT (-53.15654614606529 -26.676066622551186)
13886,2020-03-01,SÃO MIGUEL DO OESTE,32,POINT (-53.51212123092325 -26.727236944731406)
13887,2020-03-01,SÃO LOURENÇO DO OESTE,14,POINT (-52.859772864625924 -26.465488220200026)
13888,2020-03-01,SÃO JOSÉ DO CEDRO,7,POINT (-53.53373642407425 -26.48085134039229)
13889,2020-03-01,SÃO JOSÉ,47,POINT (-48.65625577254402 -27.57847109713233)
13890,2020-03-01,SÃO DOMINGOS,6,POINT (-52.55460248576241 -26.53938727845183)
13891,2020-03-01,SÃO CARLOS,14,POINT (-53.03141183563582 -27.030109233268377)
13892,2020-03-01,SÃO BERNARDINO,1,POINT (-52.98761130109326 -26.4876954650617)
13893,2020-03-01,SÃO BENTO DO SUL,2,POINT (-49.34998168331938 -26.294901587995746)
13894,2020-03-01,SERRA ALTA,3,POINT (-53.0252384398724 -26.69262092171896)
13895,2020-03-01,SEARA,18,POINT (-52.34069428230799 -27.147832610525413)
13896,2020-03-01,SANTA TEREZINHA DO PROGRESSO,1,POINT (-53.16992504599359 -26.59274865073079)
13897,2020-03-01,SANTA HELENA,4,POINT (-53.61965218468821 -26.92195558857574)
13898,2020-03-01,ROMELÂNDIA,2,POINT (-53.31712397583878 -26.648389532310617)
13899,2020-03-01,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
13900,2020-03-01,ARAQUARI,1,POINT (-48.75777734611065 -26.461708089601323)
13901,2020-03-01,ITÁ,4,POINT (-52.332158322558705 -27.24401504736772)
13902,2020-03-01,CORONEL FREITAS,5,POINT (-52.72505203540188 -26.883161405516894)
13903,2020-03-01,CONCÓRDIA,26,POINT (-52.00738181173657 -27.23912654780915)
13904,2020-03-01,CHAPECÓ,28,POINT (-52.6503387011512 -27.125143757264095)
13905,2020-03-01,CAÇADOR,3,POINT (-51.08466522606485 -26.76301573603967)
13906,2020-03-01,CATANDUVAS,1,POINT (-51.696411039929494 -27.04499810338548)
13907,2020-03-01,CAMPOS NOVOS,1,POINT (-51.24461188464247 -27.41300179636672)
13908,2020-03-01,CAMPO ERÊ,5,POINT (-53.13029027791252 -26.450418785075478)
13909,2020-03-01,CAMBORIÚ,56,POINT (-48.70898929280387 -27.070938703807666)
13910,2020-03-01,CAIBI,14,POINT (-53.26305757870258 -27.025175523184227)
13911,2020-03-01,CUNHA PORÃ,6,POINT (-53.19066459516312 -26.879227556402125)
13912,2020-03-01,BRUSQUE,24,POINT (-48.90974338759385 -27.125000077860673)
13913,2020-03-01,BLUMENAU,38,POINT (-49.09730924738388 -26.885766673711007)
13914,2020-03-01,BIGUAÇU,16,POINT (-48.69394689806006 -27.433529852830816)
13915,2020-03-01,BELMONTE,1,POINT (-53.61806004596434 -26.857082065884523)
13916,2020-03-01,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
13917,2020-03-01,BALNEÁRIO CAMBORIÚ,59,POINT (-48.62174059290786 -27.004736811989282)
13918,2020-03-01,ARMAZÉM,1,POINT (-49.014677665017096 -28.237880638136094)
13919,2020-03-01,IÇARA,1,POINT (-49.277346428181566 -28.751615358390502)
13920,2020-03-01,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
13921,2020-03-01,ANCHIETA,2,POINT (-53.33310864178267 -26.532948184400585)
13922,2020-03-01,BOMBINHAS,26,POINT (-48.51748707787348 -27.17325633187103)
13923,2020-03-01,CUNHATAÍ,1,POINT (-53.10087034298753 -26.97508678163015)
13924,2020-03-01,BALNEÁRIO PIÇARRAS,22,POINT (-48.733290126728555 -26.759491595089575)
13925,2020-03-01,DIONÍSIO CERQUEIRA,12,POINT (-53.533104817609406 -26.329842624688034)
13926,2020-03-01,DESCANSO,10,POINT (-53.479300522303596 -26.858413595000634)
13927,2020-03-01,ITUPORANGA,1,POINT (-49.53886990331492 -27.45344960217853)
13928,2020-03-01,ITAPOÁ,2,POINT (-48.65235420331072 -26.082477365716418)
13929,2020-03-01,ITAPEMA,53,POINT (-48.63442695278928 -27.10858334921313)
13930,2020-03-01,ITAJAÍ,30,POINT (-48.753417164343155 -26.96901297467498)
13931,2020-03-01,IRINEÓPOLIS,1,POINT (-50.76069119092562 -26.357066305040167)
13932,2020-03-01,IRACEMINHA,3,POINT (-53.32445648581825 -26.845317195563474)
13933,2020-03-01,IPORÃ DO OESTE,3,POINT (-53.489414418215965 -27.000431634442474)
13934,2020-03-01,INDAIAL,1,POINT (-49.224177687901346 -26.99497938110411)
13935,2020-03-01,IMBITUBA,3,POINT (-48.70266299449253 -28.19427352006288)
13936,2020-03-01,ITAPIRANGA,7,POINT (-53.711674144548695 -27.112222405376688)
13937,2020-03-01,GUARAMIRIM,1,POINT (-48.94488242157447 -26.47655093499799)
13938,2020-03-01,GUARUJÁ DO SUL,13,POINT (-53.484020658272556 -26.39833636190546)
13939,2020-03-01,FLOR DO SERTÃO,1,POINT (-53.33734229657069 -26.76378082164953)
13940,2020-03-01,FORMOSA DO SUL,3,POINT (-52.79378914566691 -26.634189292444557)
13941,2020-03-01,FRAIBURGO,1,POINT (-50.87243224056439 -27.037814801374303)
13942,2020-03-01,FLORIANÓPOLIS,53,POINT (-48.50819805014117 -27.577833913876493)
13943,2020-03-01,GARUVA,1,POINT (-48.86732766109188 -26.05711167861282)
13944,2020-03-01,GOVERNADOR CELSO RAMOS,1,POINT (-48.57722959006138 -27.37661650148034)
13945,2020-03-01,GUARACIABA,6,POINT (-53.571076311226726 -26.580105565442395)
13946,2020-03-01,FAXINAL DOS GUEDES,2,POINT (-52.24432281425879 -26.846669473721352)
13947,2020-03-08,PORTO BELO,13,POINT (-48.61643450369326 -27.174795882021932)
13948,2020-03-08,PALMITOS,10,POINT (-53.179829065049795 -27.09262173445292)
13949,2020-03-08,POMERODE,1,POINT (-49.17330417894716 -26.728186239159662)
13950,2020-03-08,PLANALTO ALEGRE,1,POINT (-52.868983175658315 -27.051964045168106)
13951,2020-03-08,PENHA,3,POINT (-48.650764520912794 -26.807759800934015)
13952,2020-03-08,PARAÍSO,1,POINT (-53.67830388048522 -26.662800366381106)
13953,2020-03-08,PORTO UNIÃO,9,POINT (-51.00778459817214 -26.38362840601625)
13954,2020-03-08,NOVA ITABERABA,1,POINT (-52.83316646064405 -26.961141868867955)
13955,2020-03-08,PAIAL,2,POINT (-52.48786857820866 -27.21300274694801)
13956,2020-03-08,OURO VERDE,2,POINT (-52.27875795891815 -26.711533463528756)
13957,2020-03-08,NOVA ERECHIM,4,POINT (-52.90669278808881 -26.908168558958387)
13958,2020-03-08,NAVEGANTES,22,POINT (-48.72739585880501 -26.82874286660231)
13959,2020-03-08,MONDAÍ,1,POINT (-53.44649707854179 -27.09929258522074)
13960,2020-03-08,QUILOMBO,2,POINT (-52.71798207770491 -26.729236446637557)
13961,2020-03-08,MODELO,2,POINT (-53.05109629093748 -26.77477746640045)
13962,2020-03-08,PALHOÇA,17,POINT (-48.66170819531588 -27.77182146966105)
13963,2020-03-08,ROMELÂNDIA,4,POINT (-53.31712397583878 -26.648389532310617)
13964,2020-03-08,TIJUCAS,11,POINT (-48.70088637061579 -27.247563296595885)
13965,2020-03-08,SERRA ALTA,5,POINT (-53.0252384398724 -26.69262092171896)
13966,2020-03-08,MAREMA,4,POINT (-52.630069576468934 -26.812382609184045)
13967,2020-03-08,XAXIM,10,POINT (-52.52910542362624 -26.97030880074372)
13968,2020-03-08,XANXERÊ,9,POINT (-52.409753977893864 -26.87227935615384)
13969,2020-03-08,UNIÃO DO OESTE,7,POINT (-52.85600990552198 -26.786666327181376)
13970,2020-03-08,TUNÁPOLIS,1,POINT (-53.64994894871563 -26.988116577060975)
13971,2020-03-08,TUBARÃO,1,POINT (-49.03724862155106 -28.48158146246524)
13972,2020-03-08,TIMBÓ,1,POINT (-49.268848087269895 -26.808191984335508)
13973,2020-03-08,TIGRINHOS,1,POINT (-53.15654614606529 -26.676066622551186)
13974,2020-03-08,SÃO MIGUEL DO OESTE,4,POINT (-53.51212123092325 -26.727236944731406)
13975,2020-03-08,SÃO LOURENÇO DO OESTE,7,POINT (-52.859772864625924 -26.465488220200026)
13976,2020-03-08,SÃO JOSÉ,68,POINT (-48.65625577254402 -27.57847109713233)
13977,2020-03-08,SÃO DOMINGOS,3,POINT (-52.55460248576241 -26.53938727845183)
13978,2020-03-08,SÃO CARLOS,3,POINT (-53.03141183563582 -27.030109233268377)
13979,2020-03-08,SÃO BERNARDINO,2,POINT (-52.98761130109326 -26.4876954650617)
13980,2020-03-08,SÃO BENTO DO SUL,2,POINT (-49.34998168331938 -26.294901587995746)
13981,2020-03-08,SEARA,3,POINT (-52.34069428230799 -27.147832610525413)
13982,2020-03-08,MARAVILHA,10,POINT (-53.19811282877847 -26.759973577360107)
13983,2020-03-08,ITÁ,2,POINT (-52.332158322558705 -27.24401504736772)
13984,2020-03-08,JOINVILLE,131,POINT (-48.95140521079262 -26.244282225607027)
13985,2020-03-08,CAMPO ERÊ,1,POINT (-53.13029027791252 -26.450418785075478)
13986,2020-03-08,CAMBORIÚ,23,POINT (-48.70898929280387 -27.070938703807666)
13987,2020-03-08,BRUSQUE,16,POINT (-48.90974338759385 -27.125000077860673)
13988,2020-03-08,BOMBINHAS,29,POINT (-48.51748707787348 -27.17325633187103)
13989,2020-03-08,BOM JESUS,8,POINT (-52.389991137631434 -26.7390418954996)
13990,2020-03-08,BLUMENAU,9,POINT (-49.09730924738388 -26.885766673711007)
13991,2020-03-08,BELMONTE,2,POINT (-53.61806004596434 -26.857082065884523)
13992,2020-03-08,BANDEIRANTE,1,POINT (-53.64816794738197 -26.768595796097028)
13993,2020-03-08,BALNEÁRIO PIÇARRAS,12,POINT (-48.733290126728555 -26.759491595089575)
13994,2020-03-08,BALNEÁRIO CAMBORIÚ,24,POINT (-48.62174059290786 -27.004736811989282)
13995,2020-03-08,ASCURRA,2,POINT (-49.39596551693794 -26.97363368202941)
13996,2020-03-08,ARVOREDO,1,POINT (-52.44198670964182 -27.07085356427636)
13997,2020-03-08,ARAQUARI,8,POINT (-48.75777734611065 -26.461708089601323)
13998,2020-03-08,ABELARDO LUZ,6,POINT (-52.25571912306015 -26.562426855567093)
13999,2020-03-08,JUPIÁ,1,POINT (-52.720920059617036 -26.394105628089882)
14000,2020-03-08,CHAPECÓ,44,POINT (-52.6503387011512 -27.125143757264095)
14001,2020-03-08,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
14002,2020-03-08,BIGUAÇU,11,POINT (-48.69394689806006 -27.433529852830816)
14003,2020-03-08,CUNHA PORÃ,3,POINT (-53.19066459516312 -26.879227556402125)
14004,2020-03-08,JARAGUÁ DO SUL,4,POINT (-49.159974339900636 -26.481907693524388)
14005,2020-03-08,CORONEL FREITAS,2,POINT (-52.72505203540188 -26.883161405516894)
14006,2020-03-08,ITAPIRANGA,6,POINT (-53.711674144548695 -27.112222405376688)
14007,2020-03-08,ITAPEMA,28,POINT (-48.63442695278928 -27.10858334921313)
14008,2020-03-08,ITAJAÍ,13,POINT (-48.753417164343155 -26.96901297467498)
14009,2020-03-08,IRATI,7,POINT (-52.89009910522137 -26.627592284222846)
14010,2020-03-08,IPORÃ DO OESTE,1,POINT (-53.489414418215965 -27.000431634442474)
14011,2020-03-08,INDAIAL,2,POINT (-49.224177687901346 -26.99497938110411)
14012,2020-03-08,IRINEÓPOLIS,1,POINT (-50.76069119092562 -26.357066305040167)
14013,2020-03-08,ILHOTA,1,POINT (-48.85735097749987 -26.859040901529745)
14014,2020-03-08,GUARUJÁ DO SUL,2,POINT (-53.484020658272556 -26.39833636190546)
14015,2020-03-08,GALVÃO,1,POINT (-52.65901067461307 -26.449409440681887)
14016,2020-03-08,FORMOSA DO SUL,2,POINT (-52.79378914566691 -26.634189292444557)
14017,2020-03-08,FLORIANÓPOLIS,73,POINT (-48.50819805014117 -27.577833913876493)
14018,2020-03-08,FAXINAL DOS GUEDES,3,POINT (-52.24432281425879 -26.846669473721352)
14019,2020-03-08,DESCANSO,1,POINT (-53.479300522303596 -26.858413595000634)
14020,2020-03-15,PALHOÇA,17,POINT (-48.66170819531588 -27.77182146966105)
14021,2020-03-15,PORTO BELO,3,POINT (-48.61643450369326 -27.174795882021932)
14022,2020-03-15,POMERODE,2,POINT (-49.17330417894716 -26.728186239159662)
14023,2020-03-15,PLANALTO ALEGRE,1,POINT (-52.868983175658315 -27.051964045168106)
14024,2020-03-15,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
14025,2020-03-15,PASSOS MAIA,5,POINT (-51.96106257398024 -26.706082760208048)
14026,2020-03-15,PORTO UNIÃO,26,POINT (-51.00778459817214 -26.38362840601625)
14027,2020-03-15,PAIAL,1,POINT (-52.48786857820866 -27.21300274694801)
14028,2020-03-15,JOAÇABA,4,POINT (-51.59293464174646 -27.151796127157354)
14029,2020-03-15,NOVA ITABERABA,7,POINT (-52.83316646064405 -26.961141868867955)
14030,2020-03-15,NOVA ERECHIM,5,POINT (-52.90669278808881 -26.908168558958387)
14031,2020-03-15,NAVEGANTES,3,POINT (-48.72739585880501 -26.82874286660231)
14032,2020-03-15,MARACAJÁ,1,POINT (-49.45554724451555 -28.863962997280648)
14033,2020-03-15,JUPIÁ,1,POINT (-52.720920059617036 -26.394105628089882)
14034,2020-03-15,JOINVILLE,14,POINT (-48.95140521079262 -26.244282225607027)
14035,2020-03-15,JARDINÓPOLIS,1,POINT (-52.87130602094494 -26.717195189426306)
14036,2020-03-15,QUILOMBO,18,POINT (-52.71798207770491 -26.729236446637557)
14037,2020-03-15,OURO VERDE,1,POINT (-52.27875795891815 -26.711533463528756)
14038,2020-03-15,RIO DO SUL,1,POINT (-49.62995257034289 -27.196050867028834)
14039,2020-03-15,VARGEÃO,15,POINT (-52.12417603836292 -26.77869255231926)
14040,2020-03-15,SANTIAGO DO SUL,7,POINT (-52.69731235564567 -26.63087442406839)
14041,2020-03-15,ITÁ,3,POINT (-52.332158322558705 -27.24401504736772)
14042,2020-03-15,XAXIM,24,POINT (-52.52910542362624 -26.97030880074372)
14043,2020-03-15,XANXERÊ,23,POINT (-52.409753977893864 -26.87227935615384)
14044,2020-03-15,URUSSANGA,1,POINT (-49.32827746452854 -28.4926994380424)
14045,2020-03-15,UNIÃO DO OESTE,1,POINT (-52.85600990552198 -26.786666327181376)
14046,2020-03-15,TRÊS BARRAS,1,POINT (-50.255230158464954 -26.16992128272165)
14047,2020-03-15,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
14048,2020-03-15,TIGRINHOS,5,POINT (-53.15654614606529 -26.676066622551186)
14049,2020-03-15,SALTO VELOSO,4,POINT (-51.428018355843534 -26.895934975227195)
14050,2020-03-15,SÃO MIGUEL DO OESTE,1,POINT (-53.51212123092325 -26.727236944731406)
