,Semana,Município,Focos,ponto
13472,2020-01-26,JOAÇABA,2,POINT (-51.59293464174646 -27.151796127157354)
13473,2020-01-26,JARAGUÁ DO SUL,4,POINT (-49.159974339900636 -26.481907693524388)
13474,2020-01-26,CORONEL MARTINS,2,POINT (-52.67187452260622 -26.53464591641919)
13475,2020-01-26,CORONEL FREITAS,3,POINT (-52.72505203540188 -26.883161405516894)
13476,2020-01-26,CONCÓRDIA,88,POINT (-52.00738181173657 -27.23912654780915)
13477,2020-01-26,CHAPECÓ,11,POINT (-52.6503387011512 -27.125143757264095)
13478,2020-01-26,CAÇADOR,1,POINT (-51.08466522606485 -26.76301573603967)
13479,2020-01-26,CAXAMBU DO SUL,2,POINT (-52.92021076953631 -27.14671120355529)
13480,2020-01-26,CAMPO ERÊ,4,POINT (-53.13029027791252 -26.450418785075478)
13481,2020-01-26,CAMBORIÚ,73,POINT (-48.70898929280387 -27.070938703807666)
13482,2020-01-26,CAIBI,12,POINT (-53.26305757870258 -27.025175523184227)
13483,2020-01-26,BRUSQUE,61,POINT (-48.90974338759385 -27.125000077860673)
13484,2020-01-26,BOMBINHAS,29,POINT (-48.51748707787348 -27.17325633187103)
13485,2020-01-26,BOM JESUS,4,POINT (-52.389991137631434 -26.7390418954996)
13486,2020-01-26,BLUMENAU,46,POINT (-49.09730924738388 -26.885766673711007)
13487,2020-01-26,BIGUAÇU,29,POINT (-48.69394689806006 -27.433529852830816)
13488,2020-01-26,BELMONTE,3,POINT (-53.61806004596434 -26.857082065884523)
13489,2020-01-26,BANDEIRANTE,1,POINT (-53.64816794738197 -26.768595796097028)
13490,2020-01-26,BALNEÁRIO PIÇARRAS,10,POINT (-48.733290126728555 -26.759491595089575)
13491,2020-01-26,BALNEÁRIO CAMBORIÚ,61,POINT (-48.62174059290786 -27.004736811989282)
13492,2020-01-26,ARARANGUÁ,2,POINT (-49.47117420910179 -28.9422934098757)
13493,2020-01-26,ARAQUARI,8,POINT (-48.75777734611065 -26.461708089601323)
13494,2020-01-26,APIÚNA,2,POINT (-49.364244600271256 -27.124502359730975)
13495,2020-01-26,ANCHIETA,1,POINT (-53.33310864178267 -26.532948184400585)
13496,2020-01-26,ABELARDO LUZ,5,POINT (-52.25571912306015 -26.562426855567093)
13497,2020-01-26,CRICIÚMA,11,POINT (-49.379715593390806 -28.715695317599724)
13498,2020-01-26,CUNHA PORÃ,2,POINT (-53.19066459516312 -26.879227556402125)
13499,2020-01-26,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
13500,2020-01-26,DESCANSO,12,POINT (-53.479300522303596 -26.858413595000634)
13501,2020-01-26,CUNHATAÍ,3,POINT (-53.10087034298753 -26.97508678163015)
13502,2020-01-26,IÇARA,2,POINT (-49.277346428181566 -28.751615358390502)
13503,2020-01-26,ITÁ,1,POINT (-52.332158322558705 -27.24401504736772)
13504,2020-01-26,ITAPIRANGA,15,POINT (-53.711674144548695 -27.112222405376688)
13505,2020-01-26,ITAPEMA,56,POINT (-48.63442695278928 -27.10858334921313)
13506,2020-01-26,IRINEÓPOLIS,1,POINT (-50.76069119092562 -26.357066305040167)
13507,2020-01-26,IRACEMINHA,2,POINT (-53.32445648581825 -26.845317195563474)
13508,2020-01-26,IPUAÇU,2,POINT (-52.47601370371535 -26.6787391439459)
13509,2020-01-26,IPORÃ DO OESTE,10,POINT (-53.489414418215965 -27.000431634442474)
13510,2020-01-26,INDAIAL,2,POINT (-49.224177687901346 -26.99497938110411)
13511,2020-01-26,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
13512,2020-01-26,ITAJAÍ,46,POINT (-48.753417164343155 -26.96901297467498)
13513,2020-01-26,GUARAMIRIM,1,POINT (-48.94488242157447 -26.47655093499799)
13514,2020-01-26,DIONÍSIO CERQUEIRA,2,POINT (-53.533104817609406 -26.329842624688034)
13515,2020-01-26,GUARUJÁ DO SUL,9,POINT (-53.484020658272556 -26.39833636190546)
13516,2020-01-26,FLOR DO SERTÃO,1,POINT (-53.33734229657069 -26.76378082164953)
13517,2020-01-26,FLORIANÓPOLIS,54,POINT (-48.50819805014117 -27.577833913876493)
13518,2020-01-26,GALVÃO,1,POINT (-52.65901067461307 -26.449409440681887)
13519,2020-01-26,FORMOSA DO SUL,2,POINT (-52.79378914566691 -26.634189292444557)
13520,2020-01-26,GARUVA,1,POINT (-48.86732766109188 -26.05711167861282)
13521,2020-01-26,GASPAR,1,POINT (-48.96603277755912 -26.931342854989225)
13522,2020-01-26,GOVERNADOR CELSO RAMOS,1,POINT (-48.57722959006138 -27.37661650148034)
13523,2020-01-26,GUARACIABA,4,POINT (-53.571076311226726 -26.580105565442395)
13524,2020-01-26,GAROPABA,2,POINT (-48.65893578099145 -28.046733934256846)
13525,2020-02-02,PORTO UNIÃO,3,POINT (-51.00778459817214 -26.38362840601625)
13526,2020-02-02,PENHA,10,POINT (-48.650764520912794 -26.807759800934015)
13527,2020-02-02,ROMELÂNDIA,10,POINT (-53.31712397583878 -26.648389532310617)
13528,2020-02-02,PORTO BELO,11,POINT (-48.61643450369326 -27.174795882021932)
13529,2020-02-02,PLANALTO ALEGRE,1,POINT (-52.868983175658315 -27.051964045168106)
13530,2020-02-02,PINHALZINHO,7,POINT (-52.97663206995043 -26.829373480377633)
13531,2020-02-02,PARAÍSO,3,POINT (-53.67830388048522 -26.662800366381106)
13532,2020-02-02,NAVEGANTES,24,POINT (-48.72739585880501 -26.82874286660231)
13533,2020-02-02,PALHOÇA,27,POINT (-48.66170819531588 -27.77182146966105)
13534,2020-02-02,NOVA TRENTO,1,POINT (-49.04136677854023 -27.313268123121375)
13535,2020-02-02,NOVA ERECHIM,8,POINT (-52.90669278808881 -26.908168558958387)
13536,2020-02-02,MONDAÍ,6,POINT (-53.44649707854179 -27.09929258522074)
13537,2020-02-02,SALTO VELOSO,2,POINT (-51.428018355843534 -26.895934975227195)
13538,2020-02-02,MARAVILHA,9,POINT (-53.19811282877847 -26.759973577360107)
13539,2020-02-02,PALMITOS,1,POINT (-53.179829065049795 -27.09262173445292)
13540,2020-02-02,SANTA HELENA,3,POINT (-53.61965218468821 -26.92195558857574)
13541,2020-02-02,TRÊS BARRAS,2,POINT (-50.255230158464954 -26.16992128272165)
13542,2020-02-02,SAUDADES,2,POINT (-53.04001442530173 -26.89720679402398)
13543,2020-02-02,LAJEADO GRANDE,2,POINT (-52.55208511201592 -26.85494130222345)
13544,2020-02-02,ÁGUAS DE CHAPECÓ,1,POINT (-52.95673527930452 -27.054386024452793)
13545,2020-02-02,XAXIM,13,POINT (-52.52910542362624 -26.97030880074372)
13546,2020-02-02,XANXERÊ,8,POINT (-52.409753977893864 -26.87227935615384)
13547,2020-02-02,UNIÃO DO OESTE,1,POINT (-52.85600990552198 -26.786666327181376)
13548,2020-02-02,TREZE TÍLIAS,1,POINT (-51.44935440560939 -26.964791254360083)
13549,2020-02-02,SÃO MIGUEL DO OESTE,14,POINT (-53.51212123092325 -26.727236944731406)
13550,2020-02-02,SÃO LOURENÇO DO OESTE,3,POINT (-52.859772864625924 -26.465488220200026)
13551,2020-02-02,SÃO JOÃO BATISTA,1,POINT (-48.859015927042506 -27.3289283421727)
13552,2020-02-02,SÃO JOSÉ,35,POINT (-48.65625577254402 -27.57847109713233)
13553,2020-02-02,SÃO DOMINGOS,6,POINT (-52.55460248576241 -26.53938727845183)
13554,2020-02-02,SÃO CARLOS,5,POINT (-53.03141183563582 -27.030109233268377)
13555,2020-02-02,SÃO BERNARDINO,2,POINT (-52.98761130109326 -26.4876954650617)
13556,2020-02-02,SOMBRIO,2,POINT (-49.6559270933593 -29.070190675497283)
13557,2020-02-02,SEARA,9,POINT (-52.34069428230799 -27.147832610525413)
13558,2020-02-02,SANTIAGO DO SUL,1,POINT (-52.69731235564567 -26.63087442406839)
13559,2020-02-02,JOINVILLE,85,POINT (-48.95140521079262 -26.244282225607027)
13560,2020-02-02,TUNÁPOLIS,1,POINT (-53.64994894871563 -26.988116577060975)
13561,2020-02-02,ITAPEMA,17,POINT (-48.63442695278928 -27.10858334921313)
13562,2020-02-02,CAMPOS NOVOS,1,POINT (-51.24461188464247 -27.41300179636672)
13563,2020-02-02,CAMBORIÚ,17,POINT (-48.70898929280387 -27.070938703807666)
13564,2020-02-02,CAIBI,5,POINT (-53.26305757870258 -27.025175523184227)
13565,2020-02-02,BRUSQUE,11,POINT (-48.90974338759385 -27.125000077860673)
13566,2020-02-02,BLUMENAU,17,POINT (-49.09730924738388 -26.885766673711007)
13567,2020-02-02,BIGUAÇU,14,POINT (-48.69394689806006 -27.433529852830816)
13568,2020-02-02,BARRA VELHA,3,POINT (-48.72738559449102 -26.662440609824166)
13569,2020-02-02,BALNEÁRIO PIÇARRAS,3,POINT (-48.733290126728555 -26.759491595089575)
13570,2020-02-02,BALNEÁRIO CAMBORIÚ,36,POINT (-48.62174059290786 -27.004736811989282)
13571,2020-02-02,BALNEÁRIO BARRA DO SUL,1,POINT (-48.6525686779991 -26.446419426504228)
13572,2020-02-02,BALNEÁRIO ARROIO DO SILVA,1,POINT (-49.475056726291164 -29.019465075162362)
13573,2020-02-02,ARARANGUÁ,1,POINT (-49.47117420910179 -28.9422934098757)
13574,2020-02-02,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
13575,2020-02-02,ABELARDO LUZ,17,POINT (-52.25571912306015 -26.562426855567093)
13576,2020-02-02,ITÁ,2,POINT (-52.332158322558705 -27.24401504736772)
13577,2020-02-02,CHAPECÓ,10,POINT (-52.6503387011512 -27.125143757264095)
13578,2020-02-02,CONCÓRDIA,5,POINT (-52.00738181173657 -27.23912654780915)
13579,2020-02-02,ARAQUARI,4,POINT (-48.75777734611065 -26.461708089601323)
13580,2020-02-02,CUNHA PORÃ,7,POINT (-53.19066459516312 -26.879227556402125)
13581,2020-02-02,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
13582,2020-02-02,ITAJAÍ,3,POINT (-48.753417164343155 -26.96901297467498)
13583,2020-02-02,IRINEÓPOLIS,1,POINT (-50.76069119092562 -26.357066305040167)
13584,2020-02-02,IPORÃ DO OESTE,3,POINT (-53.489414418215965 -27.000431634442474)
13585,2020-02-02,INDAIAL,1,POINT (-49.224177687901346 -26.99497938110411)
13586,2020-02-02,GUARUJÁ DO SUL,2,POINT (-53.484020658272556 -26.39833636190546)
13587,2020-02-02,GUARACIABA,2,POINT (-53.571076311226726 -26.580105565442395)
13588,2020-02-02,IRACEMINHA,5,POINT (-53.32445648581825 -26.845317195563474)
13589,2020-02-02,GASPAR,1,POINT (-48.96603277755912 -26.931342854989225)
13590,2020-02-02,GALVÃO,3,POINT (-52.65901067461307 -26.449409440681887)
13591,2020-02-02,FORMOSA DO SUL,3,POINT (-52.79378914566691 -26.634189292444557)
13592,2020-02-02,FLORIANÓPOLIS,32,POINT (-48.50819805014117 -27.577833913876493)
13593,2020-02-02,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
13594,2020-02-02,CUNHATAÍ,3,POINT (-53.10087034298753 -26.97508678163015)
13595,2020-02-02,GOVERNADOR CELSO RAMOS,1,POINT (-48.57722959006138 -27.37661650148034)
13596,2020-02-02,DESCANSO,5,POINT (-53.479300522303596 -26.858413595000634)
13597,2020-02-09,PALMITOS,22,POINT (-53.179829065049795 -27.09262173445292)
13598,2020-02-09,PALHOÇA,28,POINT (-48.66170819531588 -27.77182146966105)
13599,2020-02-09,NOVA ERECHIM,5,POINT (-52.90669278808881 -26.908168558958387)
13600,2020-02-09,NAVEGANTES,21,POINT (-48.72739585880501 -26.82874286660231)
13601,2020-02-09,MODELO,8,POINT (-53.05109629093748 -26.77477746640045)
13602,2020-02-09,JOINVILLE,244,POINT (-48.95140521079262 -26.244282225607027)
13603,2020-02-09,LINDÓIA DO SUL,1,POINT (-52.05246609985818 -27.031507278170547)
13604,2020-02-09,JOAÇABA,2,POINT (-51.59293464174646 -27.151796127157354)
13605,2020-02-09,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
13606,2020-02-09,PENHA,15,POINT (-48.650764520912794 -26.807759800934015)
13607,2020-02-09,IÇARA,1,POINT (-49.277346428181566 -28.751615358390502)
13608,2020-02-09,ITÁ,3,POINT (-52.332158322558705 -27.24401504736772)
13609,2020-02-09,LONTRAS,1,POINT (-49.5073088131697 -27.18943445931826)
13610,2020-02-09,PORTO BELO,13,POINT (-48.61643450369326 -27.174795882021932)
13611,2020-02-09,SÃO JOSÉ,90,POINT (-48.65625577254402 -27.57847109713233)
13612,2020-02-09,RIO DO SUL,1,POINT (-49.62995257034289 -27.196050867028834)
13613,2020-02-09,ÁGUAS FRIAS,1,POINT (-52.85231124188476 -26.851638850973643)
13614,2020-02-09,ITAPOÁ,2,POINT (-48.65235420331072 -26.082477365716418)
13615,2020-02-09,ÁGUAS DE CHAPECÓ,1,POINT (-52.95673527930452 -27.054386024452793)
13616,2020-02-09,ÁGUA DOCE,1,POINT (-51.61240583867837 -26.76446918157033)
13617,2020-02-09,ZORTÉA,1,POINT (-51.535614862678045 -27.47698781177276)
13618,2020-02-09,XAXIM,3,POINT (-52.52910542362624 -26.97030880074372)
13619,2020-02-09,PORTO UNIÃO,7,POINT (-51.00778459817214 -26.38362840601625)
13620,2020-02-09,XANXERÊ,13,POINT (-52.409753977893864 -26.87227935615384)
13621,2020-02-09,SÃO MIGUEL DA BOA VISTA,2,POINT (-53.23996170119908 -26.689643491003483)
13622,2020-02-09,SÃO FRANCISCO DO SUL,2,POINT (-48.64031938386047 -26.26159673750705)
13623,2020-02-09,SUL BRASIL,4,POINT (-52.94680043392991 -26.695341808174227)
13624,2020-02-09,SOMBRIO,1,POINT (-49.6559270933593 -29.070190675497283)
13625,2020-02-09,SEARA,1,POINT (-52.34069428230799 -27.147832610525413)
13626,2020-02-09,SALTO VELOSO,4,POINT (-51.428018355843534 -26.895934975227195)
13627,2020-02-09,TIJUCAS,11,POINT (-48.70088637061579 -27.247563296595885)
13628,2020-02-09,ITAPEMA,27,POINT (-48.63442695278928 -27.10858334921313)
13629,2020-02-09,JUPIÁ,3,POINT (-52.720920059617036 -26.394105628089882)
13630,2020-02-09,IPUAÇU,1,POINT (-52.47601370371535 -26.6787391439459)
13631,2020-02-09,ITAJAÍ,5,POINT (-48.753417164343155 -26.96901297467498)
13632,2020-02-09,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
13633,2020-02-09,ARAQUARI,4,POINT (-48.75777734611065 -26.461708089601323)
13634,2020-02-09,ARARANGUÁ,1,POINT (-49.47117420910179 -28.9422934098757)
13635,2020-02-09,BALNEÁRIO CAMBORIÚ,21,POINT (-48.62174059290786 -27.004736811989282)
13636,2020-02-09,BALNEÁRIO PIÇARRAS,2,POINT (-48.733290126728555 -26.759491595089575)
13637,2020-02-09,BARRA BONITA,1,POINT (-53.425055355047476 -26.66835784442113)
13638,2020-02-09,BIGUAÇU,17,POINT (-48.69394689806006 -27.433529852830816)
13639,2020-02-09,BLUMENAU,24,POINT (-49.09730924738388 -26.885766673711007)
13640,2020-02-09,BOM JESUS,6,POINT (-52.389991137631434 -26.7390418954996)
13641,2020-02-09,BOMBINHAS,10,POINT (-48.51748707787348 -27.17325633187103)
13642,2020-02-09,BRAÇO DO NORTE,1,POINT (-49.14236463397278 -28.240945450971008)
13643,2020-02-09,BRUSQUE,43,POINT (-48.90974338759385 -27.125000077860673)
13644,2020-02-09,CAÇADOR,3,POINT (-51.08466522606485 -26.76301573603967)
13645,2020-02-09,CHAPECÓ,5,POINT (-52.6503387011512 -27.125143757264095)
13646,2020-02-09,ARVOREDO,3,POINT (-52.44198670964182 -27.07085356427636)
13647,2020-02-09,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
13648,2020-02-09,CONCÓRDIA,20,POINT (-52.00738181173657 -27.23912654780915)
13649,2020-02-09,IMBITUBA,5,POINT (-48.70266299449253 -28.19427352006288)
13650,2020-02-09,INDAIAL,2,POINT (-49.224177687901346 -26.99497938110411)
13651,2020-02-09,GUABIRUBA,1,POINT (-49.02075045567544 -27.103337763844536)
13652,2020-02-09,GARUVA,5,POINT (-48.86732766109188 -26.05711167861282)
13653,2020-02-09,FORMOSA DO SUL,2,POINT (-52.79378914566691 -26.634189292444557)
13654,2020-02-09,ILHOTA,1,POINT (-48.85735097749987 -26.859040901529745)
13655,2020-02-09,ENTRE RIOS,4,POINT (-52.57836812869868 -26.739709973471363)
13656,2020-02-09,DIONÍSIO CERQUEIRA,2,POINT (-53.533104817609406 -26.329842624688034)
13657,2020-02-09,DESCANSO,5,POINT (-53.479300522303596 -26.858413595000634)
13658,2020-02-09,CUNHATAÍ,2,POINT (-53.10087034298753 -26.97508678163015)
13659,2020-02-09,CRICIÚMA,8,POINT (-49.379715593390806 -28.715695317599724)
13660,2020-02-09,FLORIANÓPOLIS,67,POINT (-48.50819805014117 -27.577833913876493)
13661,2020-02-09,CORONEL MARTINS,3,POINT (-52.67187452260622 -26.53464591641919)
13662,2020-02-16,PINHALZINHO,10,POINT (-52.97663206995043 -26.829373480377633)
13663,2020-02-16,PORTO BELO,20,POINT (-48.61643450369326 -27.174795882021932)
13664,2020-02-16,PORTO UNIÃO,7,POINT (-51.00778459817214 -26.38362840601625)
13665,2020-02-16,PRINCESA,6,POINT (-53.611775698473636 -26.432945074493837)
13666,2020-02-16,ROMELÂNDIA,5,POINT (-53.31712397583878 -26.648389532310617)
13667,2020-02-16,RODEIO,1,POINT (-49.35103649063635 -26.895097082819174)
13668,2020-02-16,SALTINHO,7,POINT (-53.02227852519562 -26.590521643011794)
13669,2020-02-16,SALTO VELOSO,5,POINT (-51.428018355843534 -26.895934975227195)
13670,2020-02-16,SANTIAGO DO SUL,3,POINT (-52.69731235564567 -26.63087442406839)
13671,2020-02-16,QUILOMBO,3,POINT (-52.71798207770491 -26.729236446637557)
13672,2020-02-16,PENHA,12,POINT (-48.650764520912794 -26.807759800934015)
13673,2020-02-16,NOVA ITABERABA,3,POINT (-52.83316646064405 -26.961141868867955)
13674,2020-02-16,PASSO DE TORRES,1,POINT (-49.72193226710953 -29.267247532606632)
13675,2020-02-16,PARAÍSO,1,POINT (-53.67830388048522 -26.662800366381106)
13676,2020-02-16,PALMITOS,18,POINT (-53.179829065049795 -27.09262173445292)
13677,2020-02-16,PALHOÇA,72,POINT (-48.66170819531588 -27.77182146966105)
13678,2020-02-16,NOVA ERECHIM,6,POINT (-52.90669278808881 -26.908168558958387)
13679,2020-02-16,NAVEGANTES,33,POINT (-48.72739585880501 -26.82874286660231)
13680,2020-02-16,MONDAÍ,19,POINT (-53.44649707854179 -27.09929258522074)
13681,2020-02-16,MODELO,4,POINT (-53.05109629093748 -26.77477746640045)
13682,2020-02-16,MARAVILHA,17,POINT (-53.19811282877847 -26.759973577360107)
13683,2020-02-16,SANTO AMARO DA IMPERATRIZ,1,POINT (-48.796550358051064 -27.741766116501967)
13684,2020-02-16,PAULO LOPES,1,POINT (-48.76016335634399 -27.96485520622319)
13685,2020-02-16,SAUDADES,3,POINT (-53.04001442530173 -26.89720679402398)
13686,2020-02-16,TUNÁPOLIS,2,POINT (-53.64994894871563 -26.988116577060975)
13687,2020-02-16,SERRA ALTA,3,POINT (-53.0252384398724 -26.69262092171896)
13688,2020-02-16,JOINVILLE,197,POINT (-48.95140521079262 -26.244282225607027)
13689,2020-02-16,ÁGUAS MORNAS,1,POINT (-48.936026935725984 -27.733480951801113)
13690,2020-02-16,ÁGUAS FRIAS,2,POINT (-52.85231124188476 -26.851638850973643)
13691,2020-02-16,ÁGUAS DE CHAPECÓ,2,POINT (-52.95673527930452 -27.054386024452793)
13692,2020-02-16,ZORTÉA,1,POINT (-51.535614862678045 -27.47698781177276)
13693,2020-02-16,XAXIM,35,POINT (-52.52910542362624 -26.97030880074372)
13694,2020-02-16,XAVANTINA,2,POINT (-52.321889849825574 -27.02121446664788)
13695,2020-02-16,XANXERÊ,38,POINT (-52.409753977893864 -26.87227935615384)
13696,2020-02-16,VARGEÃO,5,POINT (-52.12417603836292 -26.77869255231926)
13697,2020-02-16,UNIÃO DO OESTE,1,POINT (-52.85600990552198 -26.786666327181376)
13698,2020-02-16,TIMBÓ,1,POINT (-49.268848087269895 -26.808191984335508)
13699,2020-02-16,TIGRINHOS,4,POINT (-53.15654614606529 -26.676066622551186)
13700,2020-02-16,SÃO MIGUEL DO OESTE,21,POINT (-53.51212123092325 -26.727236944731406)
13701,2020-02-16,SÃO LOURENÇO DO OESTE,16,POINT (-52.859772864625924 -26.465488220200026)
13702,2020-02-16,SÃO JOÃO DO ITAPERIÚ,1,POINT (-48.79773346422953 -26.59105248462006)
13703,2020-02-16,SÃO JOÃO BATISTA,1,POINT (-48.859015927042506 -27.3289283421727)
13704,2020-02-16,SÃO JOSÉ,121,POINT (-48.65625577254402 -27.57847109713233)
13705,2020-02-16,SÃO DOMINGOS,4,POINT (-52.55460248576241 -26.53938727845183)
13706,2020-02-16,SÃO CARLOS,10,POINT (-53.03141183563582 -27.030109233268377)
13707,2020-02-16,SÃO BERNARDINO,1,POINT (-52.98761130109326 -26.4876954650617)
13708,2020-02-16,SÃO BENTO DO SUL,1,POINT (-49.34998168331938 -26.294901587995746)
13709,2020-02-16,SUL BRASIL,3,POINT (-52.94680043392991 -26.695341808174227)
13710,2020-02-16,SOMBRIO,16,POINT (-49.6559270933593 -29.070190675497283)
13711,2020-02-16,SEARA,20,POINT (-52.34069428230799 -27.147832610525413)
13712,2020-02-16,JARAGUÁ DO SUL,3,POINT (-49.159974339900636 -26.481907693524388)
13713,2020-02-16,CORUPÁ,1,POINT (-49.32671147592909 -26.439933805537702)
13714,2020-02-16,ITÁ,3,POINT (-52.332158322558705 -27.24401504736772)
13715,2020-02-16,CORDILHEIRA ALTA,3,POINT (-52.64165994492363 -26.975707450831653)
13716,2020-02-16,CONCÓRDIA,75,POINT (-52.00738181173657 -27.23912654780915)
13717,2020-02-16,CHAPECÓ,35,POINT (-52.6503387011512 -27.125143757264095)
13718,2020-02-16,CAÇADOR,21,POINT (-51.08466522606485 -26.76301573603967)
13719,2020-02-16,CAMBORIÚ,118,POINT (-48.70898929280387 -27.070938703807666)
13720,2020-02-16,CAIBI,19,POINT (-53.26305757870258 -27.025175523184227)
13721,2020-02-16,BRUSQUE,62,POINT (-48.90974338759385 -27.125000077860673)
13722,2020-02-16,BOMBINHAS,22,POINT (-48.51748707787348 -27.17325633187103)
13723,2020-02-16,BOM JESUS,5,POINT (-52.389991137631434 -26.7390418954996)
13724,2020-02-16,BLUMENAU,35,POINT (-49.09730924738388 -26.885766673711007)
13725,2020-02-16,CORONEL FREITAS,1,POINT (-52.72505203540188 -26.883161405516894)
13726,2020-02-16,BIGUAÇU,22,POINT (-48.69394689806006 -27.433529852830816)
13727,2020-02-16,BARRA VELHA,2,POINT (-48.72738559449102 -26.662440609824166)
13728,2020-02-16,BANDEIRANTE,1,POINT (-53.64816794738197 -26.768595796097028)
13729,2020-02-16,BALNEÁRIO PIÇARRAS,6,POINT (-48.733290126728555 -26.759491595089575)
13730,2020-02-16,BALNEÁRIO CAMBORIÚ,29,POINT (-48.62174059290786 -27.004736811989282)
13731,2020-02-16,BALNEÁRIO BARRA DO SUL,1,POINT (-48.6525686779991 -26.446419426504228)
13732,2020-02-16,ARARANGUÁ,1,POINT (-49.47117420910179 -28.9422934098757)
13733,2020-02-16,IÇARA,3,POINT (-49.277346428181566 -28.751615358390502)
13734,2020-02-16,APIÚNA,2,POINT (-49.364244600271256 -27.124502359730975)
13735,2020-02-16,ANCHIETA,1,POINT (-53.33310864178267 -26.532948184400585)
13736,2020-02-16,ABELARDO LUZ,7,POINT (-52.25571912306015 -26.562426855567093)
13737,2020-02-16,BELMONTE,4,POINT (-53.61806004596434 -26.857082065884523)
13738,2020-02-16,CORONEL MARTINS,2,POINT (-52.67187452260622 -26.53464591641919)
13739,2020-02-16,ARAQUARI,5,POINT (-48.75777734611065 -26.461708089601323)
13740,2020-02-16,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
13741,2020-02-16,ITUPORANGA,1,POINT (-49.53886990331492 -27.45344960217853)
13742,2020-02-16,ITAPEMA,60,POINT (-48.63442695278928 -27.10858334921313)
13743,2020-02-16,ITAJAÍ,20,POINT (-48.753417164343155 -26.96901297467498)
13744,2020-02-16,IRINEÓPOLIS,1,POINT (-50.76069119092562 -26.357066305040167)
13745,2020-02-16,IRATI,2,POINT (-52.89009910522137 -26.627592284222846)
13746,2020-02-16,IRACEMINHA,2,POINT (-53.32445648581825 -26.845317195563474)
13747,2020-02-16,IPUAÇU,5,POINT (-52.47601370371535 -26.6787391439459)
13748,2020-02-16,IPORÃ DO OESTE,3,POINT (-53.489414418215965 -27.000431634442474)
13749,2020-02-16,INDAIAL,2,POINT (-49.224177687901346 -26.99497938110411)
13750,2020-02-16,IMBITUBA,3,POINT (-48.70266299449253 -28.19427352006288)
13751,2020-02-16,GUARUJÁ DO SUL,6,POINT (-53.484020658272556 -26.39833636190546)
13752,2020-02-16,ITAPIRANGA,5,POINT (-53.711674144548695 -27.112222405376688)
13753,2020-02-16,GUABIRUBA,2,POINT (-49.02075045567544 -27.103337763844536)
13754,2020-02-16,GASPAR,1,POINT (-48.96603277755912 -26.931342854989225)
13755,2020-02-16,GALVÃO,5,POINT (-52.65901067461307 -26.449409440681887)
13756,2020-02-16,FORMOSA DO SUL,3,POINT (-52.79378914566691 -26.634189292444557)
13757,2020-02-16,FLORIANÓPOLIS,44,POINT (-48.50819805014117 -27.577833913876493)
13758,2020-02-16,FAXINAL DOS GUEDES,9,POINT (-52.24432281425879 -26.846669473721352)
13759,2020-02-16,ENTRE RIOS,3,POINT (-52.57836812869868 -26.739709973471363)
13760,2020-02-16,DESCANSO,31,POINT (-53.479300522303596 -26.858413595000634)
13761,2020-02-16,CUNHATAÍ,3,POINT (-53.10087034298753 -26.97508678163015)
13762,2020-02-16,CUNHA PORÃ,2,POINT (-53.19066459516312 -26.879227556402125)
13763,2020-02-16,GUARACIABA,3,POINT (-53.571076311226726 -26.580105565442395)
13764,2020-02-23,PALHOÇA,43,POINT (-48.66170819531588 -27.77182146966105)
13765,2020-02-23,PALMA SOLA,2,POINT (-53.31452923662933 -26.37354381742908)
13766,2020-02-23,PALMITOS,13,POINT (-53.179829065049795 -27.09262173445292)
13767,2020-02-23,PLANALTO ALEGRE,2,POINT (-52.868983175658315 -27.051964045168106)
13768,2020-02-23,PENHA,12,POINT (-48.650764520912794 -26.807759800934015)
13769,2020-02-23,PINHALZINHO,4,POINT (-52.97663206995043 -26.829373480377633)
13770,2020-02-23,NOVA TRENTO,2,POINT (-49.04136677854023 -27.313268123121375)
13771,2020-02-23,PASSO DE TORRES,2,POINT (-49.72193226710953 -29.267247532606632)
13772,2020-02-23,NOVA ERECHIM,5,POINT (-52.90669278808881 -26.908168558958387)
13773,2020-02-23,LONTRAS,1,POINT (-49.5073088131697 -27.18943445931826)
13774,2020-02-23,MORRO DA FUMAÇA,1,POINT (-49.24286164427865 -28.637695962847626)
13775,2020-02-23,MONDAÍ,1,POINT (-53.44649707854179 -27.09929258522074)
13776,2020-02-23,MODELO,1,POINT (-53.05109629093748 -26.77477746640045)
13777,2020-02-23,MARAVILHA,10,POINT (-53.19811282877847 -26.759973577360107)
13778,2020-02-23,JUPIÁ,3,POINT (-52.720920059617036 -26.394105628089882)
13779,2020-02-23,JOINVILLE,288,POINT (-48.95140521079262 -26.244282225607027)
13780,2020-02-23,JOAÇABA,1,POINT (-51.59293464174646 -27.151796127157354)
13781,2020-02-23,JARAGUÁ DO SUL,4,POINT (-49.159974339900636 -26.481907693524388)
