Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 02/07/2022 a 31/12/2022,,,,,,
Atualizado em 27/06/2023,,,,,,
Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Nº Foco
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275909/22
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275908/22
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,02/08/2022,PE 275906/22
São José,SÃO JOSÉ,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,02/08/2022,DF 275904/22
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275901/22
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275900/22
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275899/22
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275897/22
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275896/22
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275895/22
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275894/22
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275893/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275883/22
Itajaí,BALNEÁRIO PIÇARRAS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275881/22
São José,BIGUAÇU,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275880/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275879/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275877/22
São José,BIGUAÇU,Outros,ARM - Armadilha,Armadilha,28/07/2022,ARM 275876/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275875/22
Itajaí,BALNEÁRIO PIÇARRAS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275874/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275873/22
Araranguá,BALNEÁRIO GAIVOTA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275869/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275868/22
Araranguá,BALNEÁRIO GAIVOTA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275867/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275863/22
Itajaí,NAVEGANTES,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275862/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275861/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275860/22
Itajaí,NAVEGANTES,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275859/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275858/22
Itajaí,NAVEGANTES,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275857/22
Itajaí,BALNEÁRIO PIÇARRAS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275856/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275855/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275854/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275853/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275852/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275851/22
Joinville,GARUVA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275849/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275848/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275847/22
Joinville,GARUVA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275845/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275844/22
Joinville,GARUVA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275843/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275839/22
Joaçaba,CAMPOS NOVOS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275836/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275835/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275832/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275830/22
Joaçaba,CAPINZAL,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275828/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275827/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275823/22
Chapecó,GUATAMBÚ,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275815/22
Chapecó,GUATAMBÚ,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275814/22
Chapecó,GUATAMBÚ,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275812/22
Chapecó,GUATAMBÚ,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275811/22
Chapecó,CUNHA PORÃ,Residência,ARM - Armadilha,Armadilha,25/07/2022,ARM 275809/22
Chapecó,RIQUEZA,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275807/22
Chapecó,QUILOMBO,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275805/22
Chapecó,SÃO CARLOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,02/08/2022,PE 275804/22
Chapecó,SÃO CARLOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,02/08/2022,PE 275802/22
Chapecó,SÃO CARLOS,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275801/22
Chapecó,UNIÃO DO OESTE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275800/22
Chapecó,ÁGUAS DE CHAPECÓ,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275798/22
Blumenau,BOTUVERÁ,Comércio,ARM - Armadilha,,27/07/2022,null 275794/22
Blumenau,BOTUVERÁ,Outros,ARM - Armadilha,Armadilha,27/07/2022,ARM 275793/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275782/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275781/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275780/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275779/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275778/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275777/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275776/22
São José,PALHOÇA,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275775/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275774/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275773/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275772/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275771/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275770/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,02/08/2022,ID 275769/22
São José,FLORIANÓPOLIS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,02/08/2022,ID 275768/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275766/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275765/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275764/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275763/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275762/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,26/07/2022,ARM 275760/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,26/07/2022,ARM 275759/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,26/07/2022,ARM 275758/22
Xanxerê,XAXIM,Residência,ARM - Armadilha,Armadilha,26/07/2022,ARM 275756/22
Xanxerê,XAXIM,Residência,ARM - Armadilha,Armadilha,26/07/2022,ARM 275755/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275754/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275753/22
Xanxerê,XAXIM,Residência,ARM - Armadilha,Armadilha,25/07/2022,ARM 275752/22
Xanxerê,XAXIM,Residência,ARM - Armadilha,Armadilha,25/07/2022,ARM 275751/22
Xanxerê,XAXIM,Residência,ARM - Armadilha,Armadilha,18/07/2022,ARM 275750/22
Xanxerê,FAXINAL DOS GUEDES,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275749/22
Xanxerê,OURO VERDE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275748/22
Xanxerê,GALVÃO,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275747/22
Xanxerê,GALVÃO,Outros,ARM - Armadilha,Armadilha,28/07/2022,ARM 275746/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275739/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275735/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275734/22
São Miguel do Oeste,PARAÍSO,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275732/22
São Miguel do Oeste,ROMELÂNDIA,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275728/22
Blumenau,INDAIAL,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275722/22
Blumenau,INDAIAL,Comércio,ARM - Armadilha,Armadilha,29/07/2022,ARM 275720/22
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,27/07/2022,ARM 275709/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,20/07/2022,ARM 275708/22
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275706/22
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,27/07/2022,ARM 275703/22
Xanxerê,XANXERÊ,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,29/07/2022,PE 275700/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275699/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275698/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275697/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275696/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275695/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275694/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275693/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275692/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275691/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275690/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275689/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275688/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275687/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275686/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275685/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275684/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275683/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275682/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275681/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275680/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275679/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275678/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275677/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275676/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,02/08/2022,ARM 275675/22
Joinville,JOINVILLE,Terreno baldio,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,02/08/2022,DF 275674/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275673/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275672/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275671/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275670/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275669/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275668/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275667/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275666/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275665/22
Mafra,PORTO UNIÃO,Comércio,ARM - Armadilha,Armadilha,26/07/2022,ARM 275664/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,30/07/2022,ARM 275663/22
Mafra,PORTO UNIÃO,Outros,ARM - Armadilha,Armadilha,27/07/2022,ARM 275662/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,30/07/2022,ARM 275661/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275660/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275659/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275658/22
Itajaí,NAVEGANTES,Outros,D1 - Pneus e outros materiais rodantes,Levantamento de Indice + Tratamento,29/07/2022,LI+T 275657/22
Itajaí,NAVEGANTES,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,29/07/2022,LI+T 275656/22
Itajaí,NAVEGANTES,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,29/07/2022,LI+T 275655/22
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275654/22
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275653/22
Blumenau,BRUSQUE,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275652/22
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275651/22
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275650/22
Itajaí,ILHOTA,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275649/22
Blumenau,BRUSQUE,Outros,ARM - Armadilha,Armadilha,28/07/2022,ARM 275648/22
Blumenau,BRUSQUE,Residência,ARM - Armadilha,Armadilha,28/07/2022,ARM 275647/22
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275646/22
São José,SÃO JOSÉ,Residência,B - Pequenos depósitos móveis,Levantamento de Indice + Tratamento,01/08/2022,LI+T 275645/22
Blumenau,BRUSQUE,Residência,ARM - Armadilha,Armadilha,27/07/2022,ARM 275644/22
Blumenau,BRUSQUE,Residência,ARM - Armadilha,Armadilha,27/07/2022,ARM 275643/22
São José,SÃO JOSÉ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,29/07/2022,PE 275642/22
Blumenau,BRUSQUE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,19/07/2022,PE 275641/22
São José,SÃO JOSÉ,Outros,D1 - Pneus e outros materiais rodantes,Levantamento de Indice + Tratamento,29/07/2022,LI+T 275640/22
São José,SÃO JOÃO BATISTA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275638/22
São José,SANTO AMARO DA IMPERATRIZ,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275637/22
São José,SANTO AMARO DA IMPERATRIZ,Comércio,ARM - Armadilha,Armadilha,02/08/2022,ARM 275636/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275635/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275634/22
Joinville,JOINVILLE,Comércio,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,22/07/2022,PE 275631/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275629/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275627/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275626/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275624/22
Joinville,JOINVILLE,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,22/07/2022,PE 275623/22
Joinville,JOINVILLE,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,22/07/2022,PE 275620/22
Joinville,JOINVILLE,Comércio,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275619/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,22/07/2022,PE 275618/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275617/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275616/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,22/07/2022,PE 275614/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,22/07/2022,PE 275613/22
Joinville,JOINVILLE,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,22/07/2022,PE 275612/22
Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,22/07/2022,PE 275611/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275610/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275609/22
Blumenau,GASPAR,Comércio,ARM - Armadilha,Armadilha,29/07/2022,ARM 275608/22
Blumenau,GASPAR,Outros,ARM - Armadilha,Armadilha,29/07/2022,ARM 275607/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275606/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275605/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,29/07/2022,ARM 275604/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275603/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275602/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,29/07/2022,ID 275597/22
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,01/08/2022,PE 275596/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275593/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275592/22
São José,PALHOÇA,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275591/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275590/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275589/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275588/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275587/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,29/07/2022,ARM 275586/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275585/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275584/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,29/07/2022,ARM 275583/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,28/07/2022,ARM 275582/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275581/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,28/07/2022,ARM 275580/22
São José,FLORIANÓPOLIS,Outros,C - Depósitos Fixos,Investigação de Denúncia,28/07/2022,ID 275579/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,29/07/2022,ID 275578/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,29/07/2022,PVE 275577/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,02/08/2022,ARM 275576/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275574/22
São José,FLORIANÓPOLIS,Comércio,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,27/08/2022,ID 275569/22
Joaçaba,HERVAL D`OESTE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275565/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275563/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275562/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275559/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275558/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275557/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275556/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275555/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275554/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275553/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275552/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275551/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275550/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275549/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275548/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275547/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275546/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275545/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275544/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,01/08/2022,ARM 275543/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275542/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275541/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275540/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275539/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275538/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275537/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,01/08/2022,ARM 275536/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,01/08/2022,ARM 275535/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275532/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275531/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275530/22
Joinville,ARAQUARI,Residência,ARM - Armadilha,Armadilha,28/07/2022,ARM 275529/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/07/2022,ARM 275528/22
