Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,,
Período: de 01/08/2024 a 31/12/2024,,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 426323/24,Blumenau,BLUMENAU,VORSTADT,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,29,0,0,0,0
ARM 426322/24,Xanxerê,XANXERÊ,NOSSA SENHORA DE FATIMA,Residência,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,13/11/2024,3,0,0,0,0
ARM 426321/24,Blumenau,BLUMENAU,VORSTADT,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,1,0,0,0,0
ARM 426320/24,Blumenau,BLUMENAU,VORSTADT,Outros,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,6,0,0,0,0
ARM 426319/24,Xanxerê,XANXERÊ,JARDIM TARUMA,Outros,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,5,0,0,0,0
ARM 426318/24,Xanxerê,XANXERÊ,VILA SESAMO,Outros,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,5,0,0,0,0
ARM 426317/24,Blumenau,BLUMENAU,PROGRESSO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,1,0,0,0,0
ARM 426316/24,Xanxerê,XANXERÊ,VILA SESAMO,Outros,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,8,0,0,0,0
ARM 426315/24,Blumenau,BLUMENAU,PROGRESSO,Residência,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,5,0,0,0,0
ARM 426314/24,Blumenau,BLUMENAU,PROGRESSO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,1,0,0,0,0
ARM 426313/24,Blumenau,BLUMENAU,PROGRESSO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,10,0,0,0,0
ARM 426312/24,Blumenau,BLUMENAU,PROGRESSO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,3,0,0,0,0
ARM 426311/24,Blumenau,BLUMENAU,JARDIM BLUMENAU,Outros,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,3,0,0,0,0
ARM 426310/24,Blumenau,BLUMENAU,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,6,0,0,0,0
ARM 426309/24,Blumenau,BLUMENAU,PONTA AGUDA,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,4,0,0,0,0
ARM 426308/24,Blumenau,BLUMENAU,PONTA AGUDA,Residência,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,28,0,0,0,0
ARM 426307/24,Blumenau,BLUMENAU,PONTA AGUDA,Outros,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,1,0,0,0,0
ARM 426306/24,Blumenau,BLUMENAU,PONTA AGUDA,Residência,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,4,0,0,0,0
ARM 426305/24,Blumenau,BLUMENAU,BADENFURT,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,12,0,0,0,0
ARM 426304/24,Joinville,BALNEÁRIO BARRA DO SUL,SALINAS,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,4,0,0,0,0
ARM 426303/24,Joinville,BALNEÁRIO BARRA DO SUL,SALINAS,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426302/24,Blumenau,BLUMENAU,BADENFURT,Comércio,ARM - Armadilha,Armadilha,11/11/2024,12/11/2024,12/11/2024,4,0,0,0,0
ARM 426301/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,9,0,0,0,0
ARM 426300/24,Blumenau,BLUMENAU,ITOUPAVA SECA,Comércio,ARM - Armadilha,Armadilha,08/11/2024,12/11/2024,12/11/2024,20,0,0,0,0
ARM 426299/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,6,0,0,0,0
ARM 426298/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,4,0,0,0,0
ARM 426297/24,Blumenau,BLUMENAU,ITOUPAVA SECA,Comércio,ARM - Armadilha,Armadilha,08/11/2024,12/11/2024,12/11/2024,10,0,0,0,0
ARM 426296/24,Blumenau,BLUMENAU,VICTOR KONDER,Comércio,ARM - Armadilha,Armadilha,08/11/2024,12/11/2024,12/11/2024,2,0,0,0,0
PE 426295/24,Blumenau,BLUMENAU,TRIBESS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
ARM 426294/24,Joinville,BALNEÁRIO BARRA DO SUL,COSTEIRA,Outros,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,6,0,0,0,0
PE 426293/24,Blumenau,BLUMENAU,TRIBESS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,4,0,0,0,0
PE 426292/24,Blumenau,BLUMENAU,TRIBESS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
PE 426291/24,Blumenau,BLUMENAU,TRIBESS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
PE 426290/24,Blumenau,BLUMENAU,NOVA ESPERANÇA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,5,0,0,0,0
ARM 426289/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426288/24,Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,12/11/2024,20,0,0,0,0
PE 426287/24,Blumenau,BLUMENAU,VALPARAISO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
PE 426286/24,Blumenau,BLUMENAU,VALPARAISO,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
ARM 426285/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426284/24,Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,12/11/2024,10,0,0,0,0
ARM 426283/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
PE 426282/24,Blumenau,BLUMENAU,VALPARAISO,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
PE 426281/24,Blumenau,BLUMENAU,VALPARAISO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
ARM 426280/24,Joinville,BALNEÁRIO BARRA DO SUL,SALINAS,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,9,0,0,0,0
ARM 426279/24,Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Residência,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,12/11/2024,5,0,0,0,0
ARM 426278/24,Mafra,CANOINHAS,ALTO DAS PALMEIRAS,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,5,0,0,0,0
ARM 426277/24,Joinville,BALNEÁRIO BARRA DO SUL,COSTEIRA,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,8,0,0,0,0
PE 426276/24,Blumenau,BLUMENAU,DA GLORIA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
PE 426275/24,Blumenau,BLUMENAU,DA GLORIA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
ARM 426274/24,Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,12/11/2024,4,0,0,0,0
ARM 426273/24,Joinville,BALNEÁRIO BARRA DO SUL,COSTEIRA,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426272/24,Videira,SALTO VELOSO,INDUSTRIAL,Residência,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,13/11/2024,1,0,0,0,0
ARM 426271/24,Blumenau,BLUMENAU,VELHA GRANDE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,2,0,0,0,0
ARM 426270/24,Blumenau,BLUMENAU,VELHA GRANDE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,10,0,0,0,0
ARM 426269/24,Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Outros,ARM - Armadilha,Armadilha,11/11/2024,11/11/2024,12/11/2024,4,0,0,0,0
ARM 426268/24,Blumenau,BLUMENAU,VELHA CENTRAL,Residência,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,6,0,0,0,0
PE 426267/24,Blumenau,INDAIAL,RIO MORTO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,13/11/2024,13/11/2024,13/11/2024,6,0,0,0,0
ARM 426266/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Outros,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,50,0,0,0,0
ARM 426265/24,Chapecó,CORDILHEIRA ALTA,LUDOVICO TOZZO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,26,0,0,0,0
ARM 426264/24,Chapecó,CORDILHEIRA ALTA,ROSA LINDA,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
PE 426263/24,Chapecó,CORDILHEIRA ALTA,ROSA LINDA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,13/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
PE 426262/24,Chapecó,CORDILHEIRA ALTA,GIACOMIN,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,12/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426261/24,Chapecó,SANTIAGO DO SUL,CENTRO,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426260/24,Chapecó,SANTIAGO DO SUL,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,4,0,0,0,0
ARM 426259/24,Chapecó,SANTIAGO DO SUL,CENTRO,Outros,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,4,0,0,0,0
ARM 426258/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,5,0,0,0,0
ARM 426257/24,Chapecó,NOVA ERECHIM,BELA VISTA I,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,28,0,0,0,0
PE 426256/24,Blumenau,INDAIAL,ESTADOS,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,13/11/2024,13/11/2024,13/11/2024,4,0,0,0,0
ARM 426255/24,Chapecó,NOVA ERECHIM,CENTRO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,7,0,0,0,0
ARM 426254/24,Chapecó,NOVA ERECHIM,CENTRO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426253/24,Chapecó,CORONEL FREITAS,PASSO DA AREIA,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,6,0,0,0,0
ARM 426252/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,12,0,0,0,0
ARM 426251/24,Chapecó,CORONEL FREITAS,TRÊS PALMEIRAS,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
PE 426250/24,Blumenau,INDAIAL,TAPAJÓS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,13/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426249/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,39,0,0,0,0
ARM 426248/24,Jaraguá do Sul,JARAGUÁ DO SUL,FRANCISCO DE PAULO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,2,0,0,0,0
ARM 426247/24,Blumenau,INDAIAL,RIO MORTO,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,15,0,0,0,0
ARM 426246/24,Jaraguá do Sul,JARAGUÁ DO SUL,FRANCISCO DE PAULO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,10,0,0,0,0
ARM 426245/24,Blumenau,INDAIAL,RIO MORTO,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,11,0,0,0,0
ARM 426244/24,Jaraguá do Sul,JARAGUÁ DO SUL,RIBEIRAO CAVALO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,33,0,8,0,0
ARM 426243/24,Joinville,ITAPOÁ,PALMEIRAS,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426242/24,Blumenau,GASPAR,COLONINHA,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,3,0,24,0,0
ARM 426241/24,Blumenau,GASPAR,COLONINHA,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,54,0,0,0,0
ARM 426240/24,São José,PALHOÇA,PONTE DO IMARUIM,Outros,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,2,0,0,0,0
ARM 426239/24,São José,PAULO LOPES,PENHA,Comércio,ARM - Armadilha,Armadilha,24/10/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426238/24,Jaraguá do Sul,JARAGUÁ DO SUL,RIBEIRAO CAVALO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,8,0,0,0,0
ARM 426237/24,Blumenau,INDAIAL,ESTRADA DAS AREIAS,Comércio,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,22,0,0,0,0
ARM 426236/24,Joinville,ITAPOÁ,ITAPOA CENTRO,Outros,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
RA 426235/24,Videira,IOMERÊ,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Revisão da Área,12/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426234/24,São José,PALHOÇA,PONTE DO IMARUIM,Outros,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,5,0,0,0,0
ARM 426233/24,Jaraguá do Sul,JARAGUÁ DO SUL,ESTRADA NOVA,Residência,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,3,0,1,0,0
ARM 426232/24,Blumenau,INDAIAL,BAIRRO DOS ESTADOS,Residência,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,7,0,0,0,0
ARM 426231/24,Jaraguá do Sul,JARAGUÁ DO SUL,ESTRADA NOVA,Outros,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,41,0,0,0,0
ARM 426230/24,Joinville,ITAPOÁ,ITAPOA CENTRO,Outros,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426229/24,São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426228/24,Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,10,0,0,0,0
ARM 426227/24,Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,9,0,0,0,0
ARM 426226/24,São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426225/24,Rio do Sul,IBIRAMA,DALBERGIA,Residência,ARM - Armadilha,Armadilha,13/11/2024,13/11/2024,13/11/2024,4,0,4,0,0
ARM 426224/24,São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426223/24,Joinville,ITAPOÁ,ITAPOA CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,7,0,0,0,0
ARM 426222/24,São José,ANTÔNIO CARLOS,CENTRO,Outros,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,5,0,0,0,0
ARM 426221/24,Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,13/11/2024,112,0,0,0,0
ARM 426220/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA RAU,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,15,0,0,0,0
ARM 426219/24,São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,2,0,0,0,0
ARM 426218/24,São José,ANTÔNIO CARLOS,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,17,0,0,0,0
ARM 426217/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA RAU,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,121,0,0,0,0
ARM 426216/24,São José,CANELINHA,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426215/24,São José,CANELINHA,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,12,0,0,0,0
ARM 426214/24,São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,2,0,0,0,0
ARM 426213/24,São José,CANELINHA,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426212/24,São José,CANELINHA,CENTRO,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,14,0,0,0,0
ARM 426211/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA RAU,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,40,0,0,0,0
ARM 426210/24,Blumenau,BLUMENAU,VELHA,Outros,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,2,0,0,0,0
ARM 426209/24,Jaraguá do Sul,JARAGUÁ DO SUL,VILA RAU,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,42,0,0,0,0
ARM 426208/24,São José,PALHOÇA,CAMINHO NOVO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426207/24,Blumenau,BLUMENAU,TRIBESS,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,15,0,0,0,0
ARM 426206/24,Joinville,ITAPOÁ,DIAMANTINA,Outros,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,20,0,0,0,0
ARM 426205/24,Jaraguá do Sul,JARAGUÁ DO SUL,JARAGUÁ ESQUERDO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,30,0,0,0,0
PE 426204/24,Videira,VIDEIRA,AGUA VERDE,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,12/11/2024,12/11/2024,12/11/2024,2,0,0,0,0
ARM 426203/24,Blumenau,BLUMENAU,TRIBESS,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,47,0,0,0,0
ARM 426202/24,Jaraguá do Sul,JARAGUÁ DO SUL,JARAGUÁ ESQUERDO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,19,0,0,0,0
ARM 426201/24,São José,PALHOÇA,CAMINHO NOVO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,2,0,0,0,0
ARM 426200/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,2,0,0,0,0
ARM 426199/24,Joinville,ITAPOÁ,PONTAL,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,20,0,0,0,0
ARM 426198/24,Jaraguá do Sul,JARAGUÁ DO SUL,JARAGUÁ ESQUERDO,Residência,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,23,0,0,0,0
ARM 426197/24,Joinville,ITAPOÁ,PONTAL,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426196/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Outros,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,22,0,0,0,0
ARM 426195/24,Concórdia,SEARA,SÃO JOÃO,Outros,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,6,0,0,0,0
ARM 426194/24,São José,PALHOÇA,CAMINHO NOVO,Comércio,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,3,0,0,0,0
ARM 426193/24,Joinville,ITAPOÁ,PALMEIRAS,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,1,0,0,0,0
ARM 426192/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,1,0,0,0,0
ARM 426191/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,1,0,0,0,0
ARM 426190/24,São José,PALHOÇA,ALTO ARIRIU,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,9,0,0,0,0
ARM 426189/24,Concórdia,SEARA,CENTRO,Residência,ARM - Armadilha,Armadilha,12/11/2024,13/11/2024,13/11/2024,8,0,0,0,0
ARM 426188/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,1,0,0,0,0
ARM 426187/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,27,0,0,0,0
ARM 426186/24,Joinville,ITAPOÁ,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,08/11/2024,13/11/2024,13/11/2024,37,0,0,0,0
ARM 426185/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,1,0,0,0,0
ARM 426184/24,Joinville,ITAPOÁ,ITAPEMA,Outros,ARM - Armadilha,Armadilha,08/11/2024,13/11/2024,13/11/2024,17,0,0,0,0
ARM 426183/24,Jaraguá do Sul,JARAGUÁ DO SUL,SAO LUIS,Residência,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,9,0,0,0,0
ARM 426182/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Comércio,ARM - Armadilha,Armadilha,08/11/2024,11/11/2024,11/11/2024,8,0,0,0,0
ARM 426181/24,Jaraguá do Sul,JARAGUÁ DO SUL,SAO LUIS,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,59,0,0,0,0
ARM 426180/24,Jaraguá do Sul,JARAGUÁ DO SUL,SAO LUIS,Comércio,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,16,0,0,0,0
ARM 426179/24,Joinville,ITAPOÁ,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,08/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426178/24,Concórdia,SEARA,BAIRRO GARGUETTI,Comércio,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,10,0,0,0,0
ARM 426177/24,Jaraguá do Sul,JARAGUÁ DO SUL,SAO LUIS,Outros,ARM - Armadilha,Armadilha,12/11/2024,12/11/2024,12/11/2024,34,0,0,0,0
ARM 426176/24,Joinville,ITAPOÁ,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,08/11/2024,13/11/2024,13/11/2024,18,0,0,0,0
ARM 426175/24,Concórdia,SEARA,BELA VISTA,Residência,ARM - Armadilha,Armadilha,11/11/2024,13/11/2024,13/11/2024,5,0,0,0,0
ARM 426174/24,Joinville,ITAPOÁ,PAESE,Comércio,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,17,0,0,0,0
ARM 426173/24,Joinville,ITAPOÁ,PRINCIPE,Residência,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,26,0,0,0,0
ARM 426172/24,Joinville,ITAPOÁ,PRINCIPE,Residência,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,20,0,0,0,0
ARM 426171/24,Joinville,ITAPOÁ,PRINCIPE,Comércio,ARM - Armadilha,Armadilha,06/11/2024,13/11/2024,13/11/2024,39,0,0,0,0
