Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,,
Período: de 01/08/2024 a 31/12/2024,,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 431601/24,São José,TIJUCAS,PRAÇA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,06/12/2024,5,0,0,0,0
ARM 431600/24,São José,TIJUCAS,PRAÇA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,06/12/2024,9,0,0,0,0
PE 431599/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
PE 431598/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ID 431597/24,São José,FLORIANÓPOLIS,JARDIM ATLÂNTICO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,50,0,0,0,0
PE 431596/24,Blumenau,BLUMENAU,DO SALTO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431595/24,São José,TIJUCAS,PRAÇA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,06/12/2024,7,0,0,0,0
PE 431594/24,Blumenau,BLUMENAU,DO SALTO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
ARM 431593/24,São José,TIJUCAS,PERNAMBUCO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,03/12/2024,06/12/2024,2,0,0,0,0
PE 431592/24,Blumenau,BLUMENAU,DO SALTO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
PE 431591/24,Blumenau,BLUMENAU,DO SALTO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431590/24,São José,TIJUCAS,JOÁIA,Comércio,ARM - Armadilha,Armadilha,02/12/2024,02/12/2024,06/12/2024,10,0,0,0,0
ARM 431589/24,São José,TIJUCAS,XV DE NOVEMBRO,Comércio,ARM - Armadilha,Armadilha,02/12/2024,02/12/2024,06/12/2024,10,0,0,0,0
ARM 431588/24,Itajaí,PORTO BELO,PEREQUE,Residência,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,21,0,0,0,0
ARM 431587/24,Itajaí,PORTO BELO,PEREQUE,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,3,0,0,0,0
ID 431586/24,São José,FLORIANÓPOLIS,ITACORUBI,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,02/12/2024,05/12/2024,05/12/2024,9,0,0,0,0
PE 431585/24,São José,FLORIANÓPOLIS,TRINDADE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,02/12/2024,05/12/2024,05/12/2024,21,0,0,0,0
ARM 431584/24,Joinville,SÃO FRANCISCO DO SUL,UBATUBA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431583/24,Joinville,SÃO FRANCISCO DO SUL,UBATUBA,Outros,ARM - Armadilha,Armadilha,06/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431582/24,Joinville,SÃO FRANCISCO DO SUL,UBATUBA,Comércio,ARM - Armadilha,Armadilha,06/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431581/24,Tubarão,IMBITUBA,SAMBAQUI,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,06/12/2024,16,0,0,0,0
ARM 431580/24,Joinville,SÃO FRANCISCO DO SUL,UBATUBA,Comércio,ARM - Armadilha,Armadilha,06/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431579/24,Joinville,SÃO FRANCISCO DO SUL,UBATUBA,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431578/24,Tubarão,GRÃO PARÁ,CENTRO,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,06/12/2024,13,0,0,0,0
ARM 431577/24,Tubarão,GRÃO PARÁ,CENTRO,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,06/12/2024,6,0,3,0,0
ARM 431576/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,17,0,0,0,0
ARM 431575/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,44,0,0,0,0
PE 431574/24,Joinville,JOINVILLE,FATIMA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,13,0,0,0,0
PE 431573/24,Joinville,JOINVILLE,FÁTIMA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,5,0,1,0,0
DF 431572/24,Rio do Sul,IBIRAMA,BELA VISTA,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,05/12/2024,05/12/2024,06/12/2024,4,0,13,0,0
PE 431571/24,Joinville,JOINVILLE,FATIMA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,03/12/2024,03/12/2024,03/12/2024,10,0,0,0,0
PE 431570/24,Joinville,JOINVILLE,FATIMA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,5,0,0,0,0
PE 431569/24,Joinville,JOINVILLE,IRIRIÚ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,22,0,0,0,0
PE 431568/24,Joinville,JOINVILLE,PETRÓPOLIS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,14,0,2,0,0
PE 431567/24,Joinville,JOINVILLE,SAGUAÇU,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,1,0,0,0,0
PE 431566/24,Joinville,JOINVILLE,SAGUAÇU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,03/12/2024,03/12/2024,03/12/2024,7,0,1,0,0
ARM 431565/24,Jaraguá do Sul,JARAGUÁ DO SUL,TRES RIOS DO SUL,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,17,0,4,0,0
ARM 431564/24,Jaraguá do Sul,JARAGUÁ DO SUL,TRES RIOS DO SUL,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,17,0,0,0,0
PE 431563/24,Joinville,JOINVILLE,SAGUAÇU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,04/12/2024,04/12/2024,11,0,0,0,0
ARM 431562/24,Jaraguá do Sul,JARAGUÁ DO SUL,TRES RIOS DO SUL,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
DF 431561/24,Rio do Sul,IBIRAMA,BELA VISTA,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,05/12/2024,05/12/2024,05/12/2024,20,0,0,0,0
PE 431560/24,Joinville,JOINVILLE,SAGUAÇU,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,03/12/2024,03/12/2024,03/12/2024,4,0,3,0,0
ARM 431559/24,Jaraguá do Sul,JARAGUÁ DO SUL,TRES RIOS DO SUL,Residência,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,19,0,0,0,0
DF 431558/24,Rio do Sul,IBIRAMA,BELA VISTA,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,05/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431557/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,9,0,0,0,0
ARM 431556/24,Concórdia,LINDÓIA DO SUL,CENTRO,Residência,ARM - Armadilha,Armadilha,29/11/2024,06/12/2024,06/12/2024,4,0,0,0,0
PE 431555/24,Joinville,JOINVILLE,SAGUAÇU,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,03/12/2024,03/12/2024,03/12/2024,3,0,0,0,0
ARM 431554/24,Concórdia,LINDÓIA DO SUL,CENTRO,Outros,ARM - Armadilha,Armadilha,29/11/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431553/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,7,0,0,0,0
ARM 431552/24,Joinville,JOINVILLE,DONA FRANCISCA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431551/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,65,0,23,0,0
ARM 431550/24,Joinville,JOINVILLE,DONA FRANCISCA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,11,0,0,0,0
ARM 431549/24,Joinville,JOINVILLE,DONA FRANCISCA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,25,0,0,0,0
ARM 431548/24,Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,0,0,3,0,0
ARM 431547/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
ARM 431546/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431545/24,Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,9,0,0,0,0
ARM 431544/24,Jaraguá do Sul,JARAGUÁ DO SUL,NEREU RAMOS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,77,0,0,0,0
ARM 431543/24,Jaraguá do Sul,JARAGUÁ DO SUL,NEREU RAMOS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431542/24,Jaraguá do Sul,JARAGUÁ DO SUL,NEREU RAMOS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,12,0,0,0,0
ARM 431541/24,Jaraguá do Sul,JARAGUÁ DO SUL,NEREU RAMOS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431540/24,Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,1,0,0,0,0
ARM 431539/24,Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,0,0,9,0,0
ARM 431538/24,Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,1,0,0,0,0
ARM 431537/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,8,0,1,0,0
ARM 431536/24,Joinville,JOINVILLE,BUCAREIN,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,3,0,0,0,0
ARM 431535/24,Joinville,JOINVILLE,BUCAREIN,Outros,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,27,0,0,0,0
ARM 431534/24,Joinville,JOINVILLE,ITINGA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,8,0,0,0,0
ARM 431533/24,Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,0,0,17,0,0
ARM 431532/24,Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,10,0,0,0,0
ARM 431531/24,Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,2,0,0,0,0
ARM 431530/24,Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,3,0,2,0,0
ARM 431529/24,Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,20,0,0,0,0
ARM 431528/24,Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,3,0,0,0,0
ARM 431527/24,Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,60,0,0,0,0
ARM 431526/24,Concórdia,CONCÓRDIA,ÁREA INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431525/24,Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,45,0,0,0,0
ARM 431524/24,Concórdia,CONCÓRDIA,SÃO CRISTOVÃO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,20,0,0,0,0
ARM 431523/24,Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,49,0,0,0,0
ARM 431522/24,Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,30,0,0,0,0
ARM 431521/24,Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,3,0,0,0,0
ARM 431520/24,Concórdia,CONCÓRDIA,TURMENA,Residência,ARM - Armadilha,Armadilha,02/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431519/24,Joinville,JOINVILLE,BOA VISTA,Ponto Estratégico,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,2,0,0,0,0
ARM 431518/24,Concórdia,CONCÓRDIA,SANTO ANTONIO,Residência,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,20,0,0,0,0
ARM 431517/24,Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,20,0,0,0,0
ARM 431516/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,0,0,1,0,0
ARM 431515/24,Concórdia,CONCÓRDIA,INDUSTRIARIOS,Residência,ARM - Armadilha,Armadilha,02/12/2024,05/12/2024,05/12/2024,11,0,0,0,0
ARM 431514/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431513/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,2,0,0,0,0
PE 431512/24,Concórdia,CONCÓRDIA,NAZARÉ,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,05/12/2024,05/12/2024,05/12/2024,4,0,0,0,0
ARM 431511/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431510/24,Joinville,JOINVILLE,BUCAREIN,Outros,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,2,0,0,0,0
ARM 431509/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,1,0,0,0,0
ARM 431508/24,Concórdia,CONCÓRDIA,BAIRRO LIBERDADE,Residência,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,14,0,0,0,0
ARM 431507/24,Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,2,0,0,0,0
ARM 431506/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431505/24,Concórdia,CONCÓRDIA,IMIGRANTES,Comércio,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,14,0,0,0,0
ARM 431504/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,9,0,0,0,0
ARM 431503/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,5,0,3,0,0
ARM 431502/24,Concórdia,CONCÓRDIA,NAÇÕES,Residência,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
ARM 431501/24,Videira,VIDEIRA,PORTAL DAS VIDEIRAS,Comércio,ARM - Armadilha,Armadilha,05/11/2024,05/11/2024,06/11/2024,7,0,0,0,0
ARM 431500/24,Rio do Sul,IMBUIA,CENTRO,Comércio,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,05/12/2024,4,0,0,0,0
ARM 431499/24,Rio do Sul,MIRIM DOCE,CENTRO,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,05/12/2024,5,0,0,0,0
DF 431498/24,São José,GAROPABA,CENTRO,Comércio,ARM - Armadilha,Delimitação de Foco,05/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431497/24,Xanxerê,JUPIÁ,CENTRO,Comércio,ARM - Armadilha,Armadilha,22/11/2024,05/12/2024,05/12/2024,11,0,0,0,0
ARM 431496/24,Xanxerê,SÃO DOMINGOS,SÃO CRISTOVÃO,Outros,ARM - Armadilha,Armadilha,25/11/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431495/24,Araranguá,ARARANGUÁ,VILA SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,16,0,0,0,0
ARM 431494/24,Xanxerê,SÃO DOMINGOS,ESPERANÇA,Outros,ARM - Armadilha,Armadilha,25/11/2024,05/12/2024,05/12/2024,3,0,0,0,0
ARM 431493/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,5,0,3,0,0
DF 431492/24,Araranguá,ARARANGUÁ,URUSSANGUINHA,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,29/11/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431491/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431490/24,Joinville,JOINVILLE,ATIRADORES,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,4,0,0,0,0
ARM 431489/24,Joinville,JOINVILLE,ATIRADORES,Comércio,E - Depósitos naturais,Armadilha,04/12/2024,04/12/2024,04/12/2024,15,0,0,0,0
ARM 431488/24,Joinville,JOINVILLE,ATIRADORES,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431487/24,São José,CANELINHA,CENTRO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,15,0,0,0,0
ARM 431486/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431485/24,São José,CANELINHA,CENTRO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431484/24,Joinville,JOINVILLE,IRIRIÚ,Outros,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431483/24,Xanxerê,BOM JESUS,CENTRO,Residência,ARM - Armadilha,Armadilha,28/11/2024,05/12/2024,05/12/2024,6,0,0,0,0
LI+T 431482/24,São José,CANELINHA,CENTRO,Residência,D1 - Pneus e outros materiais rodantes,Levantamento de Indice + Tratamento,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
ID 431481/24,Joaçaba,JOAÇABA,FREI BRUNO,Comércio,B - Pequenos depósitos móveis,Investigação de Denúncia,05/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431480/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,14,0,0,0,0
ARM 431479/24,Joaçaba,JOAÇABA,ANZOLIN,Residência,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,10,0,7,0,0
ARM 431478/24,Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,10,0,0,0,0
ARM 431477/24,São José,CANELINHA,COBRE,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,11,0,2,0,0
ARM 431476/24,Joaçaba,JOAÇABA,FLOR DA SERRA,Residência,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,30,0,0,0,0
ARM 431475/24,Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,4,0,0,0,0
ARM 431474/24,Joaçaba,JOAÇABA,FLOR DA SERRA,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431473/24,São José,CANELINHA,PAPAGAIOS,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,15,0,0,0,0
ARM 431472/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,1,0,0,0,0
ARM 431471/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,1,0,1,0,0
ARM 431470/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,8,0,0,0,0
ARM 431469/24,Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,0,0,12,0,0
ARM 431468/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431467/24,Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,12,0,0,0,0
ARM 431466/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,16,0,0,0,0
ARM 431465/24,Joinville,JOINVILLE,GUANABARA,Outros,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,18,0,0,0,0
ARM 431464/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,10,0,0,0,0
ARM 431463/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,4,0,6,0,0
ARM 431462/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431461/24,Joinville,JOINVILLE,GUANABARA,Outros,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,10,0,0,0,0
ARM 431460/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,46,0,0,0,0
ARM 431459/24,Xanxerê,BOM JESUS,CENTRO,Outros,ARM - Armadilha,Armadilha,28/11/2024,05/12/2024,05/12/2024,49,0,0,0,0
ARM 431458/24,Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,34,0,0,0,0
ARM 431457/24,Joinville,JOINVILLE,GUANABARA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,10,0,0,0,0
ARM 431456/24,Joinville,JOINVILLE,GUANABARA,Residência,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,4,0,0,0,0
ARM 431455/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,28,0,0,0,0
ARM 431454/24,Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,6,0,0,0,0
ARM 431453/24,Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,4,0,0,0,0
ARM 431452/24,São José,SÃO JOÃO BATISTA,TIMBEZINHO,Residência,ARM - Armadilha,Armadilha,03/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431451/24,Xanxerê,BOM JESUS,CENTRO,Residência,ARM - Armadilha,Armadilha,28/11/2024,05/12/2024,05/12/2024,3,0,0,0,0
PVE 431450/24,Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,Pesquisa Vetorial Especial,04/12/2024,04/12/2024,04/12/2024,7,0,0,0,0
ARM 431449/24,Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,04/12/2024,04/12/2024,36,0,0,0,0
ARM 431448/24,Xanxerê,BOM JESUS,CENTRO,Outros,ARM - Armadilha,Armadilha,28/11/2024,05/12/2024,05/12/2024,24,0,0,0,0
ARM 431447/24,Tubarão,SÃO LUDGERO,BEIRA RIO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,12,0,0,0,0
ARM 431446/24,Tubarão,SÃO LUDGERO,BEIRA RIO,Outros,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,4,0,3,0,0
ARM 431445/24,Chapecó,CUNHATAÍ,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,12,0,0,0,0
