Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2012 a 31/12/2012,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Joinville,ARAQUARI,ITAPOCU,Ponto Estratégico,ARM - Armadilha,,19/01/2012
Joinville,JOINVILLE,ITINGA,Residência,A2 - Outros depósitos de armazenamento de água,,16/04/2012
São José,FLORIANÓPOLIS,COLONINHA,Residência,B - Pequenos depósitos móveis,,25/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,10/01/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,JARDIM PEPERI,Comércio,ARM - Armadilha,,13/02/2012
Concórdia,CONCÓRDIA,VILA JACOB BIEZUS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/05/2012
Joinville,JOINVILLE,ITAUM,Residência,B - Pequenos depósitos móveis,,02/10/2012
Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,14/06/2012
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,21/11/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,27/03/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Comércio,ARM - Armadilha,,10/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,23/02/2012
São José,FLORIANÓPOLIS,COLONINHA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,10/04/2012
Chapecó,CHAPECÓ,LIDER,Residência,ARM - Armadilha,,07/03/2012
Chapecó,CHAPECÓ,SANTO ANTONIO,Outros,A2 - Outros depósitos de armazenamento de água,,10/05/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,16/10/2012
Joinville,JOINVILLE,FLORESTA,Comércio,D1 - Pneus e outros materiais rodantes,,20/11/2012
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,14/03/2012
Chapecó,CHAPECÓ,PALMITAL,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/03/2012
São José,FLORIANÓPOLIS,CAPOEIRAS,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,09/04/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,C - Depósitos Fixos,,02/02/2012
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,ARM - Armadilha,,16/04/2012
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,03/05/2012
Chapecó,CHAPECÓ,LIDER,Comércio,B - Pequenos depósitos móveis,,06/02/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,06/01/2012
São José,GAROPABA,CENTRO,Ponto Estratégico,E - Depósitos naturais,,07/05/2012
Chapecó,CHAPECÓ,MARIA GORETI,Residência,ARM - Armadilha,,29/10/2012
Blumenau,INDAIAL,BENEDITO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,10/07/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,26/11/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Comércio,ARM - Armadilha,,28/03/2012
Chapecó,CHAPECÓ,EFAPI,Comércio,ARM - Armadilha,,11/04/2012
Itajaí,BOMBINHAS,BOMBAS,Residência,ARM - Armadilha,,28/02/2012
São José,FLORIANÓPOLIS,CAPOEIRAS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/04/2012
São José,FLORIANÓPOLIS,CAPOEIRAS,Residência,A2 - Outros depósitos de armazenamento de água,,12/03/2012
Chapecó,CHAPECÓ,ALVORADA,Outros,D1 - Pneus e outros materiais rodantes,,09/05/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,07/08/2012
Chapecó,CHAPECÓ,LIDER,Comércio,ARM - Armadilha,,30/10/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,15/03/2012
Chapecó,CHAPECÓ,MARECHAL BORMANN,Comércio,ARM - Armadilha,,18/12/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,B - Pequenos depósitos móveis,,27/03/2012
Joinville,JOINVILLE,FLORESTA,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/12/2012
São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Residência,B - Pequenos depósitos móveis,,20/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,17/12/2012
Chapecó,PINHALZINHO,DIVINÉIA,Residência,A2 - Outros depósitos de armazenamento de água,,04/05/2012
Jaraguá do Sul,JARAGUÁ DO SUL,CZERMUWICZ,Comércio,ARM - Armadilha,,09/02/2012
São José,FLORIANÓPOLIS,COLONINHA,Ponto Estratégico,ARM - Armadilha,,23/04/2012
Blumenau,BLUMENAU,ITOUPAVA CENTRAL,Ponto Estratégico,ARM - Armadilha,,23/05/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Residência,ARM - Armadilha,,08/11/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,23/03/2012
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,27/11/2012
São José,TIJUCAS,IMACOL,Comércio,ARM - Armadilha,,28/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,16/02/2012
São José,SÃO JOSÉ,JARDIM CIDADE,Outros,ARM - Armadilha,,09/03/2012
Joinville,JOINVILLE,ITAUM,Residência,B - Pequenos depósitos móveis,,02/03/2012
Chapecó,CHAPECÓ,ALVORADA,Outros,A2 - Outros depósitos de armazenamento de água,,08/05/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,27/08/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,12/11/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,ARM - Armadilha,,19/03/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,20/12/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,B - Pequenos depósitos móveis,,28/03/2012
Jaraguá do Sul,GUARAMIRIM,CENTRO,Ponto Estratégico,ARM - Armadilha,,17/01/2012
Chapecó,CHAPECÓ,LIDER,Residência,ARM - Armadilha,,15/03/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,18/04/2012
Xanxerê,XAXIM,BELA VISTA,Residência,ARM - Armadilha,,26/12/2012
Chapecó,CHAPECÓ,ALVORADA,Ponto Estratégico,B - Pequenos depósitos móveis,,21/03/2012
Chapecó,PINHALZINHO,DIVINÉIA,Residência,B - Pequenos depósitos móveis,,04/05/2012
São José,FLORIANÓPOLIS,CENTRO,Ponto Estratégico,ARM - Armadilha,,13/04/2012
Chapecó,CHAPECÓ,JARDIM ITALIA,Residência,ARM - Armadilha,,30/05/2012
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,,29/02/2012
Jaraguá do Sul,MASSARANDUBA,RIBEIRÃO DA LAGOA,Comércio,ARM - Armadilha,,19/03/2012
Chapecó,CHAPECÓ,TREVO,Residência,D1 - Pneus e outros materiais rodantes,,18/01/2012
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Ponto Estratégico,ARM - Armadilha,,06/11/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,09/02/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Residência,ARM - Armadilha,,30/11/2012
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,12/12/2012
Chapecó,CHAPECÓ,JARDIM ITALIA,Residência,ARM - Armadilha,,12/12/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,17/04/2012
Chapecó,CHAPECÓ,JARDIM ITALIA,Comércio,ARM - Armadilha,,30/05/2012
Chapecó,CHAPECÓ,SAIC,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,17/10/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,03/12/2012
Criciúma,CRICIÚMA,PINHEIRINHO,Comércio,ARM - Armadilha,,13/12/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,29/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAO SEBASTIAO,Residência,ARM - Armadilha,,10/04/2012
Tubarão,JAGUARUNA,COSTA DA LAGOA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,17/02/2012
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,14/03/2012
Joinville,SÃO FRANCISCO DO SUL,CENTRO,Ponto Estratégico,ARM - Armadilha,,27/03/2012
São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Residência,ARM - Armadilha,,16/05/2012
São José,FLORIANÓPOLIS,COLONINHA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,17/04/2012
São José,TIJUCAS,CENTRO,Residência,B - Pequenos depósitos móveis,,05/06/2012
Chapecó,CHAPECÓ,QUEDAS DO PALMITAL,Comércio,ARM - Armadilha,,05/03/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,20/03/2012
Itajaí,BOMBINHAS,BOMBAS,Residência,ARM - Armadilha,,25/01/2012
Blumenau,BRUSQUE,SAO LUIZ,Ponto Estratégico,ARM - Armadilha,,12/11/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,14/02/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Residência,ARM - Armadilha,,03/12/2012
Blumenau,POMERODE,TESTO REGA,Ponto Estratégico,ARM - Armadilha,,13/12/2012
Chapecó,CHAPECÓ,LIDER,Residência,ARM - Armadilha,,17/12/2012
Concórdia,CONCÓRDIA,VILA JACOB BIEZUS,Comércio,ARM - Armadilha,,24/04/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,02/07/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Outros,ARM - Armadilha,,19/11/2012
Concórdia,CONCÓRDIA,PARQUE DE EXPOSICOES,Comércio,B - Pequenos depósitos móveis,,04/12/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,17/12/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,04/04/2012
São José,FLORIANÓPOLIS,COLONINHA,Residência,D1 - Pneus e outros materiais rodantes,,12/04/2012
Joinville,JOINVILLE,SANTA CATARINA,Ponto Estratégico,  - Mosquito Adulto,,24/02/2012
Rio do Sul,RIO DO SUL,CANTA GALO,Ponto Estratégico,ARM - Armadilha,,19/03/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,02/04/2012
São José,GAROPABA,ENCANTADA,Residência,E - Depósitos naturais,,19/05/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,20/04/2012
Joinville,JOINVILLE,AVENTUREIRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,02/07/2012
São Miguel do Oeste,SAUDADES,CENTRO,Comércio,ARM - Armadilha,,12/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORACAO,Comércio,ARM - Armadilha,,21/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAO GOTARDO,Residência,A2 - Outros depósitos de armazenamento de água,,01/02/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,22/11/2012
Chapecó,CHAPECÓ,ALVORADA,Residência,A1 - Caixa d'agua (elevado),,15/02/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,03/12/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORACAO,Outros,ARM - Armadilha,,25/01/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,17/12/2012
Chapecó,PINHALZINHO,CENTRO,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,09/05/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,26/11/2012
Chapecó,CHAPECÓ,LIDER,Comércio,ARM - Armadilha,,10/12/2012
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,09/04/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORACAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,08/02/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,11/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,29/02/2012
Concórdia,CONCÓRDIA,SÃO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/03/2012
São José,BIGUAÇU,BOM VIVER,Ponto Estratégico,ARM - Armadilha,,09/04/2012
São José,FLORIANÓPOLIS,MONTE CRISTO,Residência,B - Pequenos depósitos móveis,,24/05/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,24/02/2012
Xanxerê,XANXERÊ,NOSSA SENHORA DE LOURDES,Residência,A2 - Outros depósitos de armazenamento de água,,01/06/2012
Chapecó,CHAPECÓ,CRISTO REI,Comércio,ARM - Armadilha,,14/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,11/01/2012
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,18/09/2012
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,08/02/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,B - Pequenos depósitos móveis,,06/12/2012
Chapecó,CHAPECÓ,SÃO PEDRO,Residência,ARM - Armadilha,,10/12/2012
Chapecó,CHAPECÓ,MARECHAL BORMANN,Comércio,ARM - Armadilha,,16/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,17/12/2012
São José,FLORIANÓPOLIS,MONTE CRISTO,Comércio,ARM - Armadilha,,18/05/2012
Araranguá,ARARANGUÁ,CENTRO,Outros,ARM - Armadilha,,03/07/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO AGOSTINI,Comércio,ARM - Armadilha,,28/11/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,12/12/2012
São José,FLORIANÓPOLIS,CAPOEIRAS,Residência,A1 - Caixa d'agua (elevado),,09/04/2012
Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,Ponto Estratégico,ARM - Armadilha,,14/02/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,02/03/2012
Chapecó,PINHALZINHO,PIONEIRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,23/04/2012
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,,27/12/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Comércio,ARM - Armadilha,,14/02/2012
Mafra,PORTO UNIÃO,SÃO PEDRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/04/2012
Chapecó,CHAPECÓ,LIDER,Residência,ARM - Armadilha,,05/09/2012
Chapecó,CHAPECÓ,SANTA MARIA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,04/06/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,ARM - Armadilha,,12/11/2012
Tubarão,TUBARÃO,HUMAITÁ DE CIMA,Comércio,ARM - Armadilha,,27/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,03/04/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,A2 - Outros depósitos de armazenamento de água,,24/02/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,ARM - Armadilha,,28/03/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,06/03/2012
Chapecó,CHAPECÓ,SEMINÁRIO,Outros,A2 - Outros depósitos de armazenamento de água,,08/05/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Comércio,ARM - Armadilha,,26/09/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,19/11/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,13/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORACAO,Residência,ARM - Armadilha,,21/03/2012
Concórdia,CONCÓRDIA,SÃO CRISTOVÃO,Comércio,ARM - Armadilha,,26/12/2012
Joinville,JOINVILLE,SANTA CATARINA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,26/01/2012
Joinville,JOINVILLE,ITINGA,Residência,D1 - Pneus e outros materiais rodantes,,17/04/2012
Concórdia,PIRATUBA,BALNEÁRIO,Residência,B - Pequenos depósitos móveis,,23/04/2012
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Comércio,ARM - Armadilha,Armadilha,10/01/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,10/02/2012
Concórdia,CONCÓRDIA,VILA JACOB BIEZUS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/05/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,15/10/2012
Xanxerê,XANXERÊ,PRIMO TACCA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,19/06/2012
Joinville,JOINVILLE,FLORESTA,Residência,D1 - Pneus e outros materiais rodantes,,22/11/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,27/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,12/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,23/02/2012
São José,FLORIANÓPOLIS,COLONINHA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,10/04/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,07/03/2012
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Outros,E - Depósitos naturais,,10/05/2012
Joinville,JOINVILLE,AVENTUREIRO,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,17/10/2012
Joinville,JOINVILLE,FLORESTA,Comércio,D1 - Pneus e outros materiais rodantes,,21/11/2012
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,14/03/2012
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,B - Pequenos depósitos móveis,,22/03/2012
São José,FLORIANÓPOLIS,COLONINHA,Terreno baldio,D1 - Pneus e outros materiais rodantes,,13/04/2012
Joinville,JOINVILLE,PIRABEIRABA,Ponto Estratégico,ARM - Armadilha,,06/02/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,17/04/2012
São José,FLORIANÓPOLIS,JARDIM ATLANTICO,Residência,A2 - Outros depósitos de armazenamento de água,,04/05/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,07/02/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,06/01/2012
Joinville,GARUVA,DIVISA,Ponto Estratégico,ARM - Armadilha,,08/05/2012
Chapecó,CHAPECÓ,SANTA PAULINA,Residência,ARM - Armadilha,,30/10/2012
Joinville,JOINVILLE,NOVA BRASILIA,Ponto Estratégico,ARM - Armadilha,,12/07/2012
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,,27/11/2012
Joinville,JOINVILLE,BOEHMERWALD,Comércio,ARM - Armadilha,Armadilha,28/03/2012
São Miguel do Oeste,DIONÍSIO CERQUEIRA,TRES FRONTEIRAS,Residência,ARM - Armadilha,,28/02/2012
Chapecó,PINHALZINHO,PIONEIRO,Outros,ARM - Armadilha,,16/04/2012
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,12/03/2012
São José,FLORIANÓPOLIS,CANTO,Comércio,ARM - Armadilha,,07/08/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,31/10/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,15/03/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,17/12/2012
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Residência,A2 - Outros depósitos de armazenamento de água,,26/03/2012
Jaraguá do Sul,BARRA VELHA,VILA PARAGUAI,Ponto Estratégico,ARM - Armadilha,,05/01/2012
São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,23/04/2012
Itajaí,PORTO BELO,PEREQUE,Residência,ARM - Armadilha,,19/12/2012
Chapecó,PINHALZINHO,DIVINÉIA,Residência,B - Pequenos depósitos móveis,,04/05/2012
São José,FLORIANÓPOLIS,JARDIM ATLANTICO,Comércio,ARM - Armadilha,,07/02/2012
Blumenau,BRUSQUE,SAO LUIZ,Ponto Estratégico,ARM - Armadilha,,24/04/2012
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,21/05/2012
São Miguel do Oeste,SÃO JOÃO DO OESTE,CENTRO,Residência,ARM - Armadilha,,07/11/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,23/03/2012
Itajaí,BOMBINHAS,BOMBAS,Residência,ARM - Armadilha,,27/11/2012
Mafra,PORTO UNIÃO,SANTA ROSA,Comércio,D1 - Pneus e outros materiais rodantes,,27/03/2012
São José,SÃO JOSÉ,NOSSA SENHORA DO ROSARIO,Residência,E - Depósitos naturais,,17/02/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Outros,ARM - Armadilha,,12/03/2012
Joinville,JOINVILLE,ITINGA,Residência,ARM - Armadilha,,05/03/2012
Chapecó,CHAPECÓ,ALVORADA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/05/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,28/08/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,12/11/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,ARM - Armadilha,,19/03/2012
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,20/12/2012
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Ponto Estratégico,ARM - Armadilha,Armadilha,23/01/2012
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,16/04/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,  - Mosquito Adulto,,01/03/2012
Chapecó,CHAPECÓ,SAIC,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,22/03/2012
Chapecó,PINHALZINHO,DIVINÉIA,Residência,B - Pequenos depósitos móveis,,04/05/2012
Joinville,JOINVILLE,ANITA GARIBALDI,Ponto Estratégico,ARM - Armadilha,,13/04/2012
São José,TIJUCAS,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,31/05/2012
Jaraguá do Sul,MASSARANDUBA,ÁREA INDUSTRIAL,Comércio,ARM - Armadilha,,27/02/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,16/03/2012
Chapecó,CHAPECÓ,LIDER,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/01/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,06/11/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,09/02/2012
Chapecó,CHAPECÓ,PASSO DOS FORTES,Residência,ARM - Armadilha,,30/11/2012
Chapecó,PINHALZINHO,DIVINÉIA,Ponto Estratégico,B - Pequenos depósitos móveis,,14/12/2012
Chapecó,CHAPECÓ,JARDIM AMERICA,Residência,ARM - Armadilha,,12/12/2012
Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,,19/04/2012
Chapecó,CHAPECÓ,JARDIM ITALIA,Comércio,ARM - Armadilha,,30/05/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,17/10/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Comércio,ARM - Armadilha,,03/12/2012
Joinville,JOINVILLE,VILA NOVA,Comércio,ARM - Armadilha,,14/12/2012
Chapecó,CHAPECÓ,ELDORADO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,30/03/2012
Concórdia,CONCÓRDIA,SÃO CRISTOVAO,Residência,ARM - Armadilha,,09/04/2012
Jaraguá do Sul,GUARAMIRIM,CENTRO,Ponto Estratégico,ARM - Armadilha,,20/02/2012
Joinville,JOINVILLE,AVENTUREIRO,Ponto Estratégico,B - Pequenos depósitos móveis,,15/03/2012
Joinville,SÃO FRANCISCO DO SUL,CENTRO,Ponto Estratégico,ARM - Armadilha,,27/03/2012
São José,FLORIANÓPOLIS,COLONINHA,Residência,B - Pequenos depósitos móveis,,15/05/2012
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,16/04/2012
Joinville,JOINVILLE,ITAUM,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/06/2012
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,05/03/2012
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,20/03/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,26/01/2012
Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Ponto Estratégico,ARM - Armadilha,,14/11/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,14/02/2012
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,03/12/2012
Xanxerê,XAXIM,GUARANI,Ponto Estratégico,ARM - Armadilha,,19/12/2012
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,17/12/2012
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,26/04/2012
