Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/03/2023 a 31/03/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 329721/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,29/03/2023,30/03/2023,1,0,0,0,0
ARM 329713/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,28/03/2023,29/03/2023,30/03/2023,2,0,0,0,0
ARM 329699/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,28/03/2023,29/03/2023,30/03/2023,5,0,0,0,0
PVE 329647/23,Blumenau,BLUMENAU,Residência,A2 - Outros depósitos de armazenamento de água,Pesquisa Vetorial Especial,14/03/2023,28/03/2023,28/03/2023,2,0,0,0,0
PE 329605/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,27/03/2023,28/03/2023,28/03/2023,5,0,0,0,0
PE 329594/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,27/03/2023,28/03/2023,28/03/2023,2,0,0,0,0
PE 329582/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,27/03/2023,28/03/2023,28/03/2023,8,0,0,0,0
ARM 329576/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,18,0,0,0,0
ARM 329550/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,5,0,0,0,0
ARM 329543/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,20,0,0,0,0
ARM 329540/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,19,0,0,0,0
ARM 329527/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,14,0,0,0,0
ARM 329519/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,20,0,0,0,0
ARM 329510/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,4,0,0,0,0
ARM 329498/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,2,0,0,0,0
ARM 329489/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,1,0,0,0,0
ARM 329483/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,28/03/2023,28/03/2023,20,0,0,0,0
ARM 329478/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,27/03/2023,28/03/2023,1,0,0,0,0
