Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/01/2023 a 31/01/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 303741/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,30,0,0,0,0
ARM 303698/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303697/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,4,0,0,0,0
ARM 303696/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,9,0,0,0,0
ARM 303695/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,27/01/2023,27/01/2023,13,0,0,0,0
ARM 303693/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,1,0,0,0,0
ARM 303691/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,9,0,0,0,0
ARM 303688/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303687/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303685/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,1,0,0,0,0
ARM 303681/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,8,0,0,0,0
ARM 303680/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,7,0,0,0,0
ARM 303679/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/01/2023,26/01/2023,27/01/2023,5,0,0,0,0
ARM 303678/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,30,0,0,0,0
ARM 303677/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303676/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,3,0,0,0,0
ARM 303675/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303674/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303259/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303257/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,15,0,0,0,0
ARM 303236/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303229/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,3,0,0,0,0
ARM 303225/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303218/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,22,0,0,0,0
ARM 303209/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,2,0,0,0,0
ARM 303203/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,3,0,0,0,0
ARM 303191/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,2,0,0,0,0
ARM 303184/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,7,0,0,0,0
ARM 303168/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,1,0,0,0,0
ARM 303165/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,1,0,0,0,0
ARM 302964/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,16,0,0,0,0
ARM 302963/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,3,0,0,0,0
ARM 302960/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,6,0,0,0,0
ARM 302944/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,10,0,0,0,0
ARM 300938/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,10,0,0,0,0
ARM 300934/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,4,0,0,0,0
ARM 300926/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,5,0,0,0,0
ARM 300918/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,5,0,0,0,0
ARM 300912/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,2,0,0,0,0
ARM 300905/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,10,0,0,0,0
ARM 300895/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,20,0,0,0,0
ARM 300885/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,2,0,0,0,0
ARM 300759/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,9,0,0,0,0
ARM 300603/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/01/2023,25/01/2023,27/01/2023,9,0,0,0,0
