Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2023 a 30/04/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 332689/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,2,0,0,0,0
ARM 332688/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
ARM 332686/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,10,0,0,0,0
ARM 332683/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
ARM 332682/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,2,0,0,0,0
ARM 332680/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
ARM 332679/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,7,0,0,0,0
ARM 332678/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,30,0,0,0,0
ARM 332677/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,10,0,0,0,0
ARM 332675/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,20/04/2023,20/04/2023,5,0,0,0,0
ARM 332672/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,20/04/2023,2,0,0,0,0
ARM 332669/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,5,0,0,0,0
ARM 332668/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,4,0,0,0,0
ARM 332667/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,2,0,0,0,0
ARM 332665/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,8,0,0,0,0
ARM 332664/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,1,0,0,0,0
ARM 332662/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,3,0,0,0,0
ARM 332660/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,1,0,0,0,0
ARM 332658/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,6,0,0,0,0
ARM 332656/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,7,0,0,0,0
ARM 332654/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,1,0,0,0,0
ARM 332651/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,9,0,0,0,0
ARM 332646/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,3,0,0,0,0
PE 332644/23,Blumenau,BLUMENAU,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,18/04/2023,19/04/2023,19/04/2023,1,0,0,0,0
ARM 332641/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,10,0,0,0,0
ARM 332637/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,5,0,0,0,0
ARM 332635/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,50,0,0,0,0
ARM 332632/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,1,0,0,0,0
ARM 332629/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,6,0,0,0,0
ARM 332628/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,19/04/2023,19/04/2023,20,0,0,0,0
