Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2015 a 31/12/2015,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Itajaí,BALNEÁRIO CAMBORIÚ,PRAIA DOS AMORES,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,30/12/2015
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,15/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,BAIRRO DOS PIONEIROS,Comércio,ARM - Armadilha,Armadilha,30/12/2015
Chapecó,CHAPECÓ,QUEDAS DO PALMITAL,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,15/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,BAIRRO DOS PIONEIROS,Comércio,ARM - Armadilha,Armadilha,30/12/2015
Chapecó,CHAPECÓ,QUEDAS DO PALMITAL,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Outros,ARM - Armadilha,Armadilha,30/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,30/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,15/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,15/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,BAIRRO DOS PIONEIROS,Residência,ARM - Armadilha,Armadilha,29/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ARIRIBÁ,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ARIRIBÁ,Residência,ARM - Armadilha,Armadilha,29/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,14/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,11/12/2015
Chapecó,CHAPECÓ,UNIVERSITARIO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,BAIRRO DOS MUNICIPIOS,Outros,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,VILA REAL,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,10/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,10/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Outros,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Chapecó,CHAPECÓ,PRESIDENTE MEDICE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,10/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ARIRIBÁ,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,PRAIA DOS AMORES,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,ESPLANADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,09/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,PRAIA DOS AMORES,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Outros,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,ESPLANADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,09/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Outros,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,ESPLANADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,09/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,JARDIM ITALIA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,09/12/2015
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Residência,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Outros,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Residência,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Outros,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,ELDORADO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Chapecó,CHAPECÓ,ELDORADO,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,08/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Residência,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Comércio,ARM - Armadilha,Armadilha,22/12/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Residência,ARM - Armadilha,Armadilha,22/12/2015
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,07/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,22/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,MUNICIPIOS,Comércio,ARM - Armadilha,Armadilha,22/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,05/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,MUNICIPIOS,Comércio,ARM - Armadilha,Armadilha,22/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Outros,ARM - Armadilha,Armadilha,22/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,VILA REAL,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2015
Chapecó,CHAPECÓ,EFAPI,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,07/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Outros,ARM - Armadilha,Armadilha,21/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Residência,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,EFAPI,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,03/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,EFAPI,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,03/12/2015
Chapecó,CHAPECÓ,MARIA GORETTE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,30/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Residência,ARM - Armadilha,Armadilha,21/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,MARIA GORETTE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,30/11/2015
Chapecó,CHAPECÓ,EFAPI,Residência,A2 - Outros depósitos de armazenamento de água,Bloqueio de Transmissão,26/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Outros,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Residência,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ARIRIBÁ,Comércio,ARM - Armadilha,Armadilha,21/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Residência,A1 - Caixa d'agua (elevado),Armadilha,17/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Outros,ARM - Armadilha,Armadilha,16/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,16/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,16/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,16/12/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Residência,ARM - Armadilha,Armadilha,16/12/2015
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,15/12/2015
Xanxerê,XANXERÊ,CENTRO,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Residência,ARM - Armadilha,Armadilha,15/12/2015
Xanxerê,XANXERÊ,SÃO PEDRO,Comércio,ARM - Armadilha,Armadilha,29/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,15/12/2015
Xanxerê,XANXERÊ,BORTOLON,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ARIRIBÁ,Outros,ARM - Armadilha,Armadilha,15/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,25/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,VILA REAL,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Xanxerê,XANXERÊ,MARIA WINCKLER,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,PIONEIROS,Residência,ARM - Armadilha,Armadilha,14/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,24/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Residência,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,SAO ROMERO,Residência,ARM - Armadilha,Armadilha,28/12/2015
Chapecó,CHAPECÓ,SEMINÁRIO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,COLATTO,Comércio,E - Depósitos naturais,Ponto Estratégico,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Outros,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,DOS ESPORTES,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,DOS ESPORTES,Comércio,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,28/12/2015
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/11/2015
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,20/11/2015
Xanxerê,XANXERÊ,MATINHO,Residência,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,18/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Xanxerê,XANXERÊ,MATINHO,Comércio,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Residência,ARM - Armadilha,Armadilha,14/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/11/2015
Xanxerê,XANXERÊ,MATINHO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,28/12/2015
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/11/2015
Xanxerê,XANXERÊ,JOAO WINCKLER,Residência,ARM - Armadilha,Armadilha,28/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Comércio,ARM - Armadilha,Armadilha,14/12/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,16/11/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Comércio,ARM - Armadilha,Armadilha,09/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇOES,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,09/12/2015
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/11/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,09/12/2015
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,16/11/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/12/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/11/2015
Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,13/11/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,08/12/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/12/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,08/12/2015
