Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,
Período: de 01/01/2016 a 31/12/2016,,,,,
Atualizado em 26/05/2023,,,,,
Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,19/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,19/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,19/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,19/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,19/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,14/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,Delimitação de Foco,08/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,08/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,07/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,30/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,30/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,28/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,28/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,22/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,Delimitação de Foco,21/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,21/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,21/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,21/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,21/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,17/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,B - Pequenos depósitos móveis,LIRAa,11/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,B - Pequenos depósitos móveis,LIRAa,11/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,11/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,Delimitação de Foco,11/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,10/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,LIRAa,10/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,LIRAa,10/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,LIRAa,10/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,LIRAa,10/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,D1 - Pneus e outros materiais rodantes,LIRAa,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,A2 - Outros depósitos de armazenamento de água,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,D1 - Pneus e outros materiais rodantes,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,LIRAa,07/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,03/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,Delimitação de Foco,01/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,01/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,01/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,27/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,27/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,24/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,,24/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,13/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,10/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,05/10/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,28/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,05/10/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,28/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,05/10/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,28/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,03/10/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,19/09/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,27/12/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,27/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,19/09/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,26/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,12/09/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/08/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,26/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,11/08/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,26/12/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,27/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,10/08/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,21/07/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,26/12/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,26/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,18/07/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,13/07/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,21/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,11/07/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,21/12/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,21/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,04/07/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,13/06/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,20/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,09/06/2016
Xanxerê,XANXERÊ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/12/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,08/06/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,07/06/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,07/06/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,07/06/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,06/06/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,01/06/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,31/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,31/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,30/05/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,12/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,C - Depósitos Fixos,Pesquisa Vetorial Especial,30/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,12/12/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,14/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,30/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,14/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,30/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,25/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,25/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,13/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,25/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,14/12/2016
Xanxerê,XANXERÊ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,07/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,24/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,24/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,24/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,05/12/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,23/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,05/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,06/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/05/2016
Xanxerê,XANXERÊ,Comércio,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,01/12/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,30/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,18/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,30/11/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,29/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,18/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,28/11/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,30/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,18/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,29/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,17/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,17/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,29/11/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,29/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/05/2016
Xanxerê,XANXERÊ,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,29/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,22/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,22/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,Levantamento de Indice + Tratamento,17/05/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,17/11/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,17/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,16/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,17/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,17/11/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,17/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,17/11/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,17/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,16/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,16/11/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,16/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,16/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,16/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,16/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,16/11/2016
Xanxerê,XANXERÊ,Residência,A2 - Outros depósitos de armazenamento de água,LIRAa,09/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Residência,B - Pequenos depósitos móveis,LIRAa,09/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,16/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,11/05/2016
Xanxerê,XANXERÊ,Outros,ARM - Armadilha,Armadilha,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,11/05/2016
Xanxerê,XANXERÊ,Comércio,ARM - Armadilha,Armadilha,08/11/2016
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,11/05/2016
Xanxerê,XANXERÊ,Residência,ARM - Armadilha,Armadilha,07/11/2016
