semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
31,0.0,0.83,0.08,0.0,0.08,2.75,0.0,0.0,0.17,0.33,0.25,7.67,1.17,0.0,0.17,0.0,0.0,0.17,0.0,0.25,2.5,24.83,0.58,12.25,0.08,0.25,0.08,2.33,1.17,0.08,9.25,21.0,0.0,1.42,0.17,0.0,6.92,0.25,0.08,0.0,13.83,1.42,25.92,0.0,1.67,0.75,0.17,0.08,0.33,0.0,0.0,2.25,0.5,1.58,0.0,29.83,0.17,11.83,1.08,1.08,0.83,0.0,0.33,0.25,3.0,0.83,0.0,1.33,0.67,0.0,0.0,0.5,0.0,0.5,0.08,0.08,54.75,0.5,0.0,0.08,0.83,0.17,2.25,2.25,2.17,0.0,0.0,1.25,2.75,1.58,2.0,0.17,0.83,0.0,0.0,0.58,1.25,0.0,1.17,0.0,4.0,0.0,0.42,0.67,3.08,0.5,0.83,0.17,0.42,1.42,0.0,21.33,15.67,4.08,1.33,0.08,1.0,0.42,1.0,0.25,0.0,7.42,0.58,1.08,96.33,0.0,0.92,0.17,0.0,0.0,0.42,0.17,0.0,0.0,0.17,0.0,0.0,0.42,0.0,0.08,0.08,0.0,0.08,3.67,0.0,0.25,0.08,0.0,0.08,0.42,2.83,0.17,0.0,0.0,22.42,2.83,0.25,0.5,0.0,0.33,0.0,0.08,0.42,0.17,0.0,18.75,1.0,4.75,0.08,1.33,1.67,0.25,0.08,0.0,8.0,0.83,0.0,0.0,3.67,0.0,0.08,0.92,0.25,0.0,0.42,10.5,5.58,0.17,0.0,0.0,0.08,0.0,0.33,2.17,0.0,0.0,0.0,0.83,0.17,0.08,0.75,0.25,2.25,0.0,0.17,0.92,0.0,0.0,0.17,0.0,0.0,0.42,0.42,1.75,2.33,0.25,3.83,0.67,0.0,6.08,1.0,1.5,1.08,0.0,4.0,0.08,5.33,5.25,40.58,1.08,0.0,3.25,0.0,0.83,0.08,3.5,0.5,0.0,0.92,17.0,0.08,0.0,0.0,0.08,2.17,0.25,0.0,0.0,0.08,0.33,0.0,0.58,0.33,0.0,1.33,0.0,0.08,0.83,0.08,0.08,0.0,12.83,0.83,11.58,0.75,0.58,0.67,1.92,0.08
32,0.0,0.42,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,4.92,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.08,0.0,8.75,0.25,2.42,0.0,0.42,0.0,1.33,0.5,0.0,4.58,13.0,0.0,2.17,0.0,0.0,4.92,0.0,0.0,0.0,5.33,0.0,8.83,0.0,0.25,0.0,0.25,0.17,0.25,0.0,0.0,0.25,0.33,0.5,0.17,11.58,0.0,3.17,0.17,1.33,0.17,0.0,0.33,0.33,1.75,0.17,0.0,0.67,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,1.33,0.25,0.0,0.58,0.0,1.25,1.33,0.92,0.0,0.0,0.67,0.5,0.75,1.5,0.0,0.08,0.0,0.0,0.0,0.67,0.17,0.17,0.0,1.75,0.0,0.17,0.42,0.83,0.0,0.17,0.0,1.08,0.17,0.0,12.58,6.58,1.08,0.17,0.0,0.92,0.25,0.33,0.0,0.0,3.08,0.08,0.25,63.5,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.83,0.25,0.08,0.0,0.0,0.0,0.5,0.33,0.0,0.08,0.0,9.42,1.83,1.08,0.0,0.0,0.08,0.17,0.0,0.08,0.08,0.0,6.08,0.08,2.33,0.0,0.5,1.17,0.0,0.0,0.0,5.0,0.92,0.0,0.0,1.5,0.0,0.08,0.0,0.08,0.0,0.0,4.5,0.92,0.0,0.0,0.0,0.0,0.0,0.5,2.67,0.0,0.0,0.0,0.0,0.08,0.08,0.17,0.0,0.42,0.0,0.33,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.08,0.5,1.58,0.25,2.83,0.58,0.0,0.67,0.67,0.33,0.75,0.0,3.5,0.0,0.83,1.17,20.0,0.67,0.0,0.67,0.08,0.08,0.0,2.17,0.5,0.0,0.25,4.5,0.08,0.0,0.0,0.33,1.92,0.33,0.42,0.0,0.0,0.08,0.08,0.17,0.83,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.17,3.67,0.08,0.0,1.75,0.08,0.0
33,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.17,0.0,0.0,2.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,4.83,0.08,1.83,0.0,0.17,0.0,0.83,0.0,0.0,3.17,6.33,0.0,0.5,0.0,0.0,2.17,0.08,0.0,0.0,2.83,1.0,5.0,0.08,0.0,0.0,0.42,0.0,0.25,0.0,0.0,0.17,0.0,0.42,0.0,0.92,0.08,1.33,0.08,0.42,0.0,0.0,0.0,0.08,0.42,0.0,0.0,0.0,0.08,0.0,0.0,0.58,0.0,0.0,0.0,0.0,29.0,0.33,0.0,0.0,0.5,0.08,0.75,1.0,1.83,0.0,0.0,0.42,0.83,0.33,0.0,0.0,0.58,0.0,0.0,0.08,0.75,0.0,0.17,0.0,1.5,0.0,0.08,0.08,0.08,0.17,0.0,0.0,0.08,0.0,0.0,3.67,4.5,0.42,0.25,0.0,0.08,0.08,0.0,0.0,0.0,3.17,0.0,0.08,52.58,0.0,0.42,0.08,0.0,0.08,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.08,0.0,0.0,0.0,0.25,0.83,0.0,0.0,0.0,5.58,0.25,0.25,0.25,0.0,0.08,0.0,0.0,0.25,0.0,0.0,5.08,0.33,1.0,0.08,0.0,0.58,0.0,0.08,0.0,3.42,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0,0.0,2.17,0.25,0.0,0.0,0.0,0.08,0.0,0.25,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.83,0.25,0.0,0.17,0.17,0.0,1.58,0.08,0.08,0.33,0.0,0.92,0.0,0.08,2.67,10.33,0.42,0.0,0.58,0.0,0.08,0.08,0.5,0.08,0.0,0.08,1.67,0.0,0.0,0.0,0.17,1.83,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.33,0.0,0.0,0.08,0.0,0.0,0.0,2.17,0.08,0.75,0.0,0.0,1.0,0.08,0.0
34,0.0,0.55,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.36,0.0,2.82,0.27,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.55,5.09,0.27,3.27,0.0,0.09,0.0,0.36,0.09,0.0,2.82,8.27,0.0,1.09,0.0,0.0,3.55,0.09,0.0,0.0,3.09,0.45,2.64,0.0,0.45,0.0,0.45,0.09,0.18,0.0,0.0,0.09,0.0,0.27,0.0,1.45,0.0,2.18,0.09,0.73,0.0,0.0,0.0,0.18,0.45,0.09,0.0,0.09,0.0,0.0,0.0,0.45,0.0,0.09,0.18,0.0,27.64,0.09,0.0,0.0,0.0,0.0,1.18,2.18,1.55,0.0,0.0,0.27,0.27,1.0,0.36,0.18,0.27,0.0,0.0,0.0,1.18,0.0,0.09,0.0,1.73,0.0,0.09,0.18,0.0,0.09,0.18,0.0,0.0,0.0,0.0,3.27,4.45,0.36,0.09,0.0,0.27,0.27,0.09,0.09,0.0,2.18,0.36,0.18,48.73,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.18,0.0,0.0,0.0,0.36,0.73,0.0,0.0,0.0,5.36,0.27,0.09,0.18,0.0,0.0,0.0,0.0,0.18,0.09,0.0,6.0,0.09,2.45,0.0,0.36,0.36,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.36,0.0,0.0,0.0,0.27,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.09,0.0,0.55,0.0,0.0,1.45,0.09,0.27,0.0,0.0,1.18,0.0,0.0,3.27,15.82,0.36,0.0,0.91,0.0,0.0,0.0,0.18,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.09,0.64,0.45,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.18,0.0,0.0,0.0,1.09,0.18,0.73,0.0,0.09,0.36,0.18,0.0
35,0.0,1.92,0.0,0.0,0.17,0.42,0.0,0.0,0.0,0.17,0.08,5.75,0.33,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.58,16.92,0.0,6.25,0.0,0.17,0.0,1.83,0.08,0.08,5.5,17.67,0.0,2.42,0.08,0.0,7.5,0.08,0.17,0.0,11.67,0.75,12.5,0.25,1.25,1.0,0.42,0.17,0.25,0.08,0.0,0.17,0.33,1.83,0.08,25.08,0.0,9.33,0.58,2.5,0.58,0.0,0.33,0.17,1.42,0.83,0.0,0.75,0.5,0.0,0.0,0.33,0.0,0.17,0.0,0.0,48.33,0.58,0.0,0.0,0.25,0.0,2.08,2.25,1.25,0.0,0.0,0.92,1.33,1.33,2.17,0.5,0.83,0.0,0.0,0.17,1.17,0.0,0.75,0.0,3.25,0.0,0.25,0.25,2.33,1.0,0.42,0.0,1.25,0.58,0.0,16.0,12.25,0.83,0.5,0.25,0.58,0.42,0.08,0.08,0.08,6.42,0.25,1.25,71.42,0.0,0.33,0.0,0.0,0.08,0.17,0.08,0.0,0.0,0.67,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.08,4.17,0.0,0.0,0.0,0.0,0.0,1.17,2.0,0.0,0.0,0.0,17.25,1.83,1.08,0.42,0.0,0.42,0.0,0.08,1.0,0.17,0.0,13.83,0.08,7.75,0.0,0.83,1.25,0.0,0.17,0.0,4.83,0.58,0.0,0.0,3.42,0.0,0.08,0.42,0.17,0.0,0.83,7.83,5.08,0.08,0.08,0.0,0.0,0.0,0.17,4.5,0.08,0.0,0.0,0.67,0.0,0.17,0.75,0.17,1.25,0.0,0.67,0.08,0.0,0.0,0.33,0.0,0.0,0.25,0.5,0.67,1.0,0.0,1.33,1.0,0.0,5.08,0.33,0.67,0.5,0.0,3.67,0.0,2.33,3.58,29.33,0.58,0.0,1.42,0.08,0.08,0.0,2.5,0.42,0.08,1.33,10.0,0.0,0.0,0.0,0.0,2.42,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.33,0.0,1.0,0.0,0.0,0.08,0.08,0.08,0.0,11.75,0.0,11.17,0.25,0.42,1.92,0.0,0.0
36,0.0,0.25,0.0,0.08,0.08,0.33,0.0,0.0,0.0,0.33,0.33,3.0,1.08,0.0,0.0,0.08,1.08,0.0,0.17,0.17,0.75,13.58,0.92,3.92,0.08,0.08,0.17,0.33,0.33,0.0,6.08,17.33,0.0,1.58,0.17,0.0,7.83,0.08,0.17,0.0,8.25,1.58,16.42,0.0,0.67,0.25,0.75,0.08,1.17,0.0,0.0,0.58,0.33,2.0,0.25,16.25,0.5,4.0,0.5,1.67,0.17,0.0,0.58,0.25,0.92,0.25,0.0,0.08,0.42,0.0,0.0,0.17,0.0,0.92,1.67,0.0,38.92,2.58,0.0,0.17,0.83,0.08,1.25,2.25,2.42,0.0,0.08,1.08,0.83,1.75,1.0,0.5,0.0,0.0,0.08,0.08,0.92,0.25,0.33,0.0,1.67,0.0,0.0,0.33,1.0,0.42,0.25,0.0,0.42,0.08,0.0,16.42,9.0,1.33,0.33,0.08,0.42,0.75,0.0,0.0,0.17,5.58,0.08,1.08,70.75,0.0,0.0,0.0,0.0,0.17,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.42,2.0,0.08,0.0,0.0,14.67,1.17,0.42,0.33,0.0,0.0,0.17,0.42,0.08,0.0,0.0,13.75,0.42,6.17,0.0,1.08,1.08,0.25,0.08,0.0,6.33,0.75,0.0,0.0,2.83,0.0,0.75,0.5,0.08,0.0,0.83,7.33,2.25,0.33,0.0,0.08,0.17,0.0,0.33,1.17,0.0,0.0,0.0,0.25,0.0,0.0,1.75,0.0,1.25,0.0,0.17,0.17,0.08,0.0,0.42,0.08,0.0,0.0,0.42,0.75,2.08,0.08,1.58,0.17,0.0,2.17,1.17,0.67,0.25,0.0,3.08,0.0,1.67,1.42,25.58,1.08,0.0,1.42,0.08,0.17,0.08,2.75,0.5,0.0,0.58,4.08,0.0,0.0,0.0,0.08,2.25,0.42,0.0,0.0,0.0,0.25,0.08,0.58,0.42,0.0,0.33,0.0,0.83,0.75,0.0,0.0,0.0,8.25,0.67,5.33,0.0,0.17,1.75,0.0,0.25
37,0.0,0.75,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.25,0.0,4.0,0.0,0.0,0.42,0.17,0.0,0.0,0.0,0.0,0.58,5.75,0.0,2.42,0.0,0.42,0.0,0.92,0.17,0.0,3.0,16.83,0.0,1.5,0.17,0.0,3.25,0.0,0.08,0.0,3.67,1.08,3.42,0.0,0.33,0.08,0.17,0.0,0.42,0.0,0.0,0.08,0.08,0.58,0.0,3.75,0.0,2.75,0.42,1.0,0.0,0.0,0.33,0.33,1.33,0.5,0.0,0.17,0.0,0.0,0.0,0.75,0.0,0.0,0.42,0.0,24.17,0.25,0.0,0.0,0.42,0.08,1.0,2.08,1.58,0.0,0.0,0.42,0.58,0.75,1.42,0.42,0.75,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.0,0.17,0.0,0.42,0.42,0.08,0.33,0.0,0.08,0.17,0.0,4.83,5.33,0.92,0.25,0.08,0.33,0.17,0.0,0.0,0.0,2.67,0.0,0.17,77.0,0.0,0.33,0.08,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.08,0.08,0.0,0.0,0.0,0.67,1.42,0.0,0.0,0.0,6.92,0.92,0.25,0.5,0.0,0.17,0.0,0.0,0.08,0.0,0.0,8.92,0.17,3.25,0.0,0.42,0.08,0.25,0.0,0.0,3.75,0.75,0.0,0.0,1.67,0.0,0.08,0.08,0.0,0.0,0.0,1.92,0.33,0.0,0.0,0.0,0.0,0.0,0.17,0.92,0.0,0.0,0.0,0.17,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.25,0.58,0.67,0.0,1.5,0.08,0.0,0.83,0.33,0.0,0.08,0.0,2.42,0.0,0.67,1.83,19.08,0.33,0.0,0.25,0.0,0.08,0.0,1.08,0.08,0.0,0.25,2.17,0.0,0.0,0.0,0.0,1.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.25,0.0,0.0,0.42,0.08,0.08,0.0,3.42,0.0,1.58,0.0,0.0,1.17,0.25,0.0
38,0.0,0.75,0.0,0.0,0.25,0.33,0.0,0.0,0.17,0.17,0.0,3.67,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.58,7.83,0.5,2.17,0.0,0.0,0.0,0.33,0.25,0.0,2.08,10.5,0.0,1.42,0.08,0.0,3.42,0.0,0.08,0.0,5.08,1.08,3.67,0.0,0.42,0.25,0.17,0.0,0.5,0.0,0.0,0.17,0.08,0.58,0.0,2.5,0.0,1.58,0.17,1.25,0.0,0.0,0.5,0.08,1.08,0.33,0.0,0.33,0.0,0.0,0.0,0.42,0.0,0.08,0.0,0.0,24.83,0.33,0.0,0.0,0.0,0.0,1.25,1.83,1.25,0.0,0.0,0.33,0.75,0.58,0.67,0.25,0.5,0.0,0.0,0.0,1.17,0.0,0.17,0.0,1.25,0.0,0.0,0.58,0.33,0.5,0.25,0.0,0.25,0.17,0.0,5.67,6.0,1.0,0.75,0.0,0.42,1.08,0.0,0.0,0.0,1.5,0.17,0.17,59.42,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.17,0.08,0.0,0.0,0.0,0.0,0.75,1.0,0.08,0.0,0.0,5.83,0.67,0.17,0.17,0.0,0.0,0.0,0.0,0.25,0.0,0.0,9.58,0.33,4.08,0.0,0.83,0.67,0.0,0.0,0.0,3.5,0.08,0.0,0.0,1.33,0.0,0.0,0.08,0.17,0.0,0.08,2.42,0.33,0.0,0.0,0.17,0.0,0.0,0.33,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.17,0.75,0.0,0.42,0.08,0.0,0.0,0.17,0.0,0.0,0.42,0.17,0.67,0.5,0.0,0.75,0.08,0.0,1.5,0.42,0.17,0.33,0.0,3.08,0.0,0.42,2.58,14.42,0.17,0.0,0.75,0.0,0.17,0.0,0.92,0.42,0.0,0.08,2.83,0.0,0.0,0.0,0.08,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.42,0.0,0.08,0.25,0.0,0.0,0.0,3.33,0.25,2.42,0.08,0.0,1.75,0.33,0.0
39,0.0,2.67,0.0,0.0,0.17,0.58,0.0,0.0,0.08,0.08,0.25,6.25,0.75,0.0,0.0,0.25,0.25,0.08,0.0,0.0,0.83,13.92,0.58,5.42,0.0,0.0,0.33,2.5,1.0,0.0,6.58,20.5,0.0,1.25,0.25,0.0,6.58,0.0,0.0,0.0,7.92,1.5,12.17,0.0,0.33,0.25,0.25,0.0,0.92,0.0,0.0,0.67,0.0,0.92,0.0,11.83,0.0,11.42,0.08,1.58,0.0,0.0,0.58,0.33,1.83,0.58,0.0,0.67,1.58,0.0,0.0,0.67,0.0,0.08,1.17,0.0,27.58,0.83,0.0,0.08,0.25,0.17,1.0,1.5,1.67,0.0,0.0,0.75,2.33,1.17,1.25,0.33,0.25,0.0,0.0,0.17,1.67,0.0,0.08,0.0,2.75,0.0,0.17,0.92,1.17,0.42,0.42,0.08,0.75,0.25,0.0,8.67,11.92,1.58,0.33,0.0,2.25,0.25,0.0,0.0,0.0,3.58,0.08,0.92,86.17,0.0,0.17,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.25,0.0,0.0,0.0,3.33,1.08,0.0,0.0,0.0,0.0,1.42,1.0,0.0,0.0,0.0,10.0,2.5,0.92,0.5,0.0,0.0,0.0,0.17,0.33,0.0,0.0,12.17,0.33,6.25,0.0,0.67,1.08,0.67,0.08,0.0,3.92,0.0,0.0,0.0,2.83,0.0,0.5,0.33,0.25,0.0,0.25,5.58,1.75,0.08,0.0,0.17,0.0,0.08,0.58,2.75,0.0,0.0,0.0,0.17,0.0,0.08,0.25,0.17,1.42,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.17,1.0,0.92,1.83,0.08,3.92,0.75,0.0,1.42,0.58,0.33,0.92,0.0,4.17,0.0,2.42,5.08,23.92,1.08,0.0,1.0,0.0,0.25,0.0,2.42,0.08,0.0,0.17,10.08,0.0,0.0,0.0,0.5,1.83,0.5,0.0,0.0,0.0,0.08,0.0,0.17,0.33,0.0,0.58,0.0,0.33,0.5,0.17,0.25,0.0,7.5,0.33,8.42,0.08,0.33,1.67,0.0,0.25
40,0.0,2.42,0.0,0.0,0.0,1.08,0.0,0.0,0.58,0.58,0.08,4.92,1.83,0.0,0.08,0.0,0.17,0.17,0.0,0.08,2.42,18.08,0.58,5.83,0.08,0.17,0.08,1.08,0.42,0.0,7.83,22.25,0.0,2.92,1.58,0.0,6.08,0.08,0.08,0.0,14.0,0.5,12.33,0.0,0.5,0.33,0.08,0.08,0.75,0.08,0.0,1.0,0.25,2.33,0.17,23.75,0.0,5.33,0.92,2.5,0.25,0.0,0.25,0.5,2.17,0.5,0.0,1.42,0.33,0.0,0.0,0.5,0.0,0.75,1.42,0.08,59.42,0.33,0.0,0.0,0.83,0.0,2.92,5.17,3.25,0.08,0.0,1.17,1.25,1.75,1.58,0.33,0.5,0.0,0.0,0.42,0.67,0.0,0.67,0.0,4.67,0.0,0.33,0.08,1.33,0.25,0.25,0.0,0.25,0.0,0.0,23.33,13.58,2.25,1.25,0.08,0.42,1.08,0.5,0.0,0.0,9.25,0.0,3.5,102.83,0.0,0.5,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.25,0.17,0.0,0.17,0.0,0.0,0.08,0.0,0.0,2.0,0.0,0.17,0.0,0.0,0.17,0.83,1.67,0.0,0.0,0.0,17.25,1.83,1.33,0.5,0.0,0.0,0.08,0.0,1.42,0.17,0.0,17.75,1.0,6.75,0.08,1.08,0.67,0.92,0.58,0.0,7.58,0.5,0.0,0.0,1.08,0.0,0.33,1.92,0.0,0.0,0.17,7.42,4.33,0.33,0.08,0.33,0.08,0.0,0.42,2.92,0.0,0.0,0.0,1.25,0.0,0.08,1.75,0.17,1.17,0.0,0.08,0.83,0.0,0.0,0.33,0.0,0.0,0.5,0.17,2.33,1.92,0.0,1.58,0.25,0.0,4.92,0.33,0.92,0.33,0.0,3.08,0.0,1.92,2.0,34.42,0.92,0.0,2.58,0.0,0.17,0.25,2.42,0.75,0.0,0.5,9.0,0.08,0.0,0.0,1.83,2.33,0.33,0.0,0.0,0.0,0.08,0.08,0.58,0.25,0.08,0.67,0.08,0.0,0.75,0.0,0.17,0.0,12.42,0.08,6.83,0.33,0.42,1.5,0.08,0.08
