SE,ALTO URUGUAI CATARINENSE,ALTO VALE DO ITAJAÍ,ALTO VALE DO RIO DO PEIXE,CARBONÍFERA,EXTREMO OESTE,EXTREMO SUL CATARINENSE,FOZ DO RIO ITAJAÍ,GRANDE FLORIANÓPOLIS,LAGUNA,MEIO OESTE,MÉDIO VALE DO ITAJAÍ,NORDESTE,OESTE,PLANALTO NORTE,SERRA CATARINENSE,VALE DO ITAPOCU,XANXERÊ
33,33.159052682600006,27.9323418,28.6848438,22.192044964,41.5955724672,20.51064906,18.85769214,25.841304672,24.2715276956,34.24785175,24.6350008,18.9095,38.265278,22.994814560000002,27.62682107,20.1860292824,40.2704338305
34,18.9961203,14.30615106,11.8189062,14.0607954,21.400260732,17.89537072,10.801923106,12.60851442,13.247569555999998,16.61503902,12.85638923114,18.420499999999997,24.443055800000003,10.1902925,15.7949504,13.53749996,21.179087040000002
35,11.676292825199997,3.78432538,7.536875,1.5869317920000001,14.8406250336,1.30972222,4.773076992,3.610144906,2.15972224,9.279296720000001,5.277500044,9.881,14.30000066444,6.885372466,4.584685406,8.365441188,10.593269169
36,22.087501307200004,19.91508,19.38687488,41.8607958,20.9755217,59.50277880000001,15.760577000000001,25.2068844,24.09305554,21.35839868,18.3150002,16.3185,20.4506934268,20.9372339,31.154552720000005,15.633823139999999,17.9192309536
37,34.3818968,39.0031738,42.804844,46.169318,30.524739999999998,36.2731472,25.6471159,37.26666744,46.37951466,48.106445359999995,30.91944388,29.6935,32.30416726,34.87114356,52.967550200000005,27.791176999999998,32.989424
38,18.99612018,23.414285999999997,21.02296848,19.0954548,24.426301940000002,18.841667,17.2115382,19.735145199999998,19.735764,21.02949208,23.523889099999998,22.771500000000003,23.002430659999998,27.658910459999998,28.731125400000003,23.533087799999997,18.08822066
39,20.4120686,26.691269507999998,29.050937020000003,25.801136059999997,17.949999968,24.134259622,25.198076768,22.001087061,20.35763846,28.97812495,33.107221534000004,23.878999999999998,18.6569444888,21.695745205999998,26.7046362,20.364705739999998,24.19615374
40,64.16163739999999,55.3242064,49.658908,51.4505672,35.2330729,48.585649000000004,26.7625,47.1264496,48.954514059999994,65.14082060000001,38.275000399999996,30.083,45.2989573,42.236436600000005,56.9793048,36.473529199999994,46.1418266
41,77.34008659999999,73.4313496,82.53468860000001,62.5812504,86.49609419999999,54.061111340000004,57.104806800000006,70.3914864,65.5951386,86.19062564,62.634999199999996,60.6375,82.3760424,66.853459,64.577731,67.8492646,96.0591354
42,36.51896608,20.237896885999998,26.654686700000003,17.08011358,41.2984383,18.807407406,18.976923227999997,16.34873175,17.32152708,29.53066364,16.577499868,18.5055,44.210416200000004,21.68045126,16.197930539999998,20.5992648,39.88293292
43,19.24741426,10.141468236,14.5590625,5.89602264,29.109895899999998,1.962499966,11.33269228,17.4297103,9.0052086,19.669140415999998,10.8352777,12.3475,21.027083479999998,12.857180540000002,10.36986742,11.45955848,25.13750018
44,37.12456848000001,32.60595186,32.31781144,28.546023279999996,43.33749846,27.29027744,24.1942302,27.360689100000002,31.68715396,31.75488358,27.91694444,39.8195,40.103126319999994,33.5202132,31.61423886,33.39779334,37.69206606
45,16.585345006,19.58769804,13.49796858,26.6659085,20.9286456328,22.405093,24.380769620000002,27.230615788,26.6437494,11.56425752,25.0797224,22.1185,17.93888836,22.958111954,14.73774808,29.194117159999998,15.823797832
46,57.853447300000006,53.6369056,56.689374199999996,37.0829546,34.415885100000004,43.90925884,32.456731000000005,58.3516302,41.179514,72.0082034,37.4741678,26.216500000000003,42.636458039999994,27.4792552,56.16697068,27.1889704,42.14423
47,21.456896399999998,25.1720239,18.7825001,34.4363642,17.4671874,31.708795520000002,31.79711574,33.1311598,37.173612000000006,25.407812200000002,24.43305484,35.060500000000005,16.4704859,14.617287199999998,28.767384600000003,27.1007346,19.9461538
48,23.7025855,32.83749968,24.1949999,46.1363628,30.235677199999998,35.01157428,48.05480974,60.8938406,52.11111194,22.592187799999998,46.3125006,57.3655,27.9878474,25.1750004,26.519370900000002,60.10882268,29.8795665
49,47.8262936,38.0438496,38.6043746,38.643181600000005,45.9955737,33.347685999999996,28.7076926,37.3601452,38.4375002,39.399609600000005,35.417499400000004,50.376999999999995,51.4385409,35.7672866,35.3210268,43.7713232,51.04447068
50,19.7077588,26.798411800000004,27.270938079999997,24.0778414,17.078385259999997,23.2384264,42.0625004,33.5099628,21.866319400000002,20.2486324,29.086111519999996,50.9005,18.46006932,34.0650264,21.46266548,38.5022061,22.08894262
51,14.73577602,32.855159400000005,18.84015616,30.4011366,10.9789064,29.539352,56.35672874000001,55.575542399999996,33.718055400000004,15.82558602,43.2686124,50.284000000000006,14.765625259999998,21.860638,27.7338576,41.76544128,21.140384
52,16.8137935,13.74742056,14.829687519999998,18.423295111999998,16.53567715,10.134259091999999,21.043269664,15.048550549999998,12.42083322,13.56230484,13.391110766,28.449,19.93472244,20.1998672,14.133278540000001,26.565441279999998,18.0064902
53,48.64871,23.607143,28.782812,25.568182,19.128906,15.261574,34.427883,38.634056,27.53993,49.61914,42.494446,70.775,29.350695,20.84508,34.581955,45.441177,30.942308
